place_name,activity,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment
Pasikudah Beach,Beach walking,1,0,2,3,neutral
Pasikudah Beach,Boat ride,3,0,2,5,positive
Pasikudah Beach,Diving,2,0,0,2,positive
Pasikudah Beach,Dolphin watching,1,0,0,1,positive
Pasikudah Beach,Fishing,6,1,1,8,positive
Pasikudah Beach,Kayaking,2,0,0,2,positive
Pasikudah Beach,Photography,0,0,1,1,neutral
Pasikudah Beach,Relaxing,15,0,4,19,positive
Pasikudah Beach,Sea bathing,6,2,6,14,positive
Pasikudah Beach,Seafood tasting,2,0,0,2,positive
Pasikudah Beach,Shopping,0,0,1,1,neutral
Pasikudah Beach,Snorkelling,4,0,5,9,neutral
Pasikudah Beach,Spa treatment,1,0,2,3,neutral
Pasikudah Beach,Sunbathing,0,0,1,1,neutral
Pasikudah Beach,Sunrise watching,8,0,6,14,positive
Pasikudah Beach,Sunset watching,4,0,1,5,positive
Pasikudah Beach,Surfing,0,0,1,1,neutral
Pasikudah Beach,Swimming,16,3,3,22,positive
Pasikudah Beach,Viewpoint visit,0,0,4,4,neutral
Passikudah Beach,Ancient city visit,0,0,1,1,neutral
Passikudah Beach,Beach relaxing,2,0,0,2,positive
Passikudah Beach,Beach walking,1,0,8,9,neutral
Passikudah Beach,Boat ride,2,1,2,5,positive
Passikudah Beach,Camping,1,0,0,1,positive
Passikudah Beach,Canoeing,1,0,1,2,positive
Passikudah Beach,Diving,8,0,5,13,positive
Passikudah Beach,Fishing,3,2,7,12,neutral
Passikudah Beach,Museum visit,1,0,0,1,positive
Passikudah Beach,Photography,4,0,1,5,positive
Passikudah Beach,Relaxing,32,0,11,43,positive
Passikudah Beach,Ruins exploration,0,0,1,1,neutral
Passikudah Beach,Safari,1,0,0,1,positive
Passikudah Beach,Sea bathing,26,1,6,33,positive
Passikudah Beach,Seafood tasting,1,1,1,3,positive
Passikudah Beach,Shopping,2,0,8,10,neutral
Passikudah Beach,Sightseeing,1,0,0,1,positive
Passikudah Beach,Snorkelling,16,1,18,35,neutral
Passikudah Beach,Spa treatment,3,0,2,5,positive
Passikudah Beach,Sunbathing,5,0,0,5,positive
Passikudah Beach,Sunrise watching,10,1,9,20,positive
Passikudah Beach,Sunset watching,5,0,3,8,positive
Passikudah Beach,Surfing,5,2,3,10,positive
Passikudah Beach,Swimming,65,9,27,101,positive
Passikudah Beach,Wind surfing,3,0,0,3,positive
Passikudah Beach,Yoga,0,0,1,1,neutral
Pedro Tea Factory,Cycling,0,0,3,3,neutral
Pedro Tea Factory,Heritage exploration,0,0,2,2,neutral
Pedro Tea Factory,Hiking,2,1,2,5,positive
Pedro Tea Factory,Museum visit,1,0,1,2,positive
Pedro Tea Factory,Photography,20,10,41,71,neutral
Pedro Tea Factory,Picnic,1,0,0,1,positive
Pedro Tea Factory,Relaxing,6,0,1,7,positive
Pedro Tea Factory,Scenic train ride,1,0,0,1,positive
Pedro Tea Factory,Shopping,23,8,27,58,neutral
Pedro Tea Factory,Souvenir shopping,2,1,1,4,positive
Pedro Tea Factory,Sunset watching,1,0,0,1,positive
Pedro Tea Factory,Tea factory visit,484,75,570,1129,neutral
Pedro Tea Factory,Tea plantation visit,16,2,27,45,neutral
Pedro Tea Factory,Tea tasting,7,3,19,29,neutral
Pedro Tea Factory,Train ride,3,0,0,3,positive
Pedro Tea Factory,Waterfall visit,12,1,5,18,positive
Pettah Floating Market,Bird watching,1,0,0,1,positive
Pettah Floating Market,Boat ride,1,0,1,2,positive
Pettah Floating Market,Cycling,0,0,1,1,neutral
Pettah Floating Market,Fort visit,1,1,1,3,positive
Pettah Floating Market,Local food tasting,1,0,2,3,neutral
Pettah Floating Market,Market visit,0,0,1,1,neutral
Pettah Floating Market,Photography,5,0,3,8,positive
Pettah Floating Market,Relaxing,13,0,0,13,positive
Pettah Floating Market,Ruins exploration,0,0,1,1,neutral
Pettah Floating Market,Shopping,19,12,37,68,neutral
Pettah Floating Market,Souvenir shopping,1,0,3,4,neutral
Pettah Floating Market,Sunset watching,0,0,1,1,neutral
Pettah Floating Market,Viewpoint visit,0,0,1,1,neutral
Pidurangala Rock,Cycling,0,0,1,1,neutral
Pidurangala Rock,Fort visit,0,2,0,2,negative
Pidurangala Rock,Heritage exploration,1,0,0,1,positive
Pidurangala Rock,Hiking,98,13,113,224,neutral
Pidurangala Rock,Meditation,3,0,5,8,neutral
Pidurangala Rock,Mountain climbing,1,0,1,2,positive
Pidurangala Rock,Photography,27,0,12,39,positive
Pidurangala Rock,Picnic,0,0,2,2,neutral
Pidurangala Rock,Relaxing,5,0,3,8,positive
Pidurangala Rock,Religious visit,4,1,7,12,neutral
Pidurangala Rock,Rock climbing,2,6,12,20,neutral
Pidurangala Rock,Ruins exploration,2,0,1,3,positive
Pidurangala Rock,Safari,1,0,0,1,positive
Pidurangala Rock,Shopping,0,0,2,2,neutral
Pidurangala Rock,Souvenir shopping,0,0,1,1,neutral
Pidurangala Rock,Sunrise watching,109,8,72,189,positive
Pidurangala Rock,Sunset watching,77,10,71,158,positive
Pidurangala Rock,Swimming,0,0,1,1,neutral
Pidurangala Rock,Temple visit,8,2,30,40,neutral
Pidurangala Rock,Trekking,7,1,9,17,neutral
Pidurangala Rock,Viewpoint visit,11,0,2,13,positive
Pidurangala Rock,Walking trail,0,1,0,1,negative
Pidurangala Rock,Waterfall visit,1,1,0,2,positive
Pidurutalagala,Camping,2,1,2,5,positive
Pidurutalagala,Cycling,1,1,0,2,positive
Pidurutalagala,Hiking,1,1,3,5,neutral
Pidurutalagala,Photography,4,2,9,15,neutral
Pidurutalagala,Relaxing,1,0,0,1,positive
Pidurutalagala,Safari,1,0,0,1,positive
Pidurutalagala,Scenic drive,1,0,1,2,positive
Pidurutalagala,Shopping,2,0,5,7,neutral
Pidurutalagala,Temple visit,0,0,3,3,neutral
Pidurutalagala,Trekking,1,2,0,3,negative
Pidurutalagala,Viewpoint visit,0,1,0,1,negative
Pidurutalagala,Walking trail,1,0,0,1,positive
Pinnawala Elephant Orphanage,Ayurveda wellness,0,0,1,1,neutral
Pinnawala Elephant Orphanage,Beach relaxing,1,0,0,1,positive
Pinnawala Elephant Orphanage,Boat ride,0,0,2,2,neutral
Pinnawala Elephant Orphanage,Cycling,0,0,1,1,neutral
Pinnawala Elephant Orphanage,Diving,0,0,1,1,neutral
Pinnawala Elephant Orphanage,Elephant watching,22,5,43,70,neutral
Pinnawala Elephant Orphanage,Jeep safari,0,0,2,2,neutral
Pinnawala Elephant Orphanage,Museum visit,2,0,1,3,positive
Pinnawala Elephant Orphanage,Photography,16,11,80,107,neutral
Pinnawala Elephant Orphanage,Picnic,1,0,0,1,positive
Pinnawala Elephant Orphanage,Relaxing,5,0,5,10,positive
Pinnawala Elephant Orphanage,Ruins exploration,1,0,0,1,positive
Pinnawala Elephant Orphanage,Safari,4,4,24,32,neutral
Pinnawala Elephant Orphanage,Scenic drive,1,0,0,1,positive
Pinnawala Elephant Orphanage,Seafood tasting,1,0,0,1,positive
Pinnawala Elephant Orphanage,Shopping,14,1,26,41,neutral
Pinnawala Elephant Orphanage,Snorkelling,0,0,1,1,neutral
Pinnawala Elephant Orphanage,Souvenir shopping,7,5,17,29,neutral
Pinnawala Elephant Orphanage,Street food tasting,1,0,0,1,positive
Pinnawala Elephant Orphanage,Swimming,2,0,9,11,neutral
Pinnawala Elephant Orphanage,Tea factory visit,0,0,2,2,neutral
Pinnawala Elephant Orphanage,Temple visit,1,0,0,1,positive
Pinnawala Elephant Orphanage,Trekking,1,0,0,1,positive
Pinnawala Elephant Orphanage,Waterfall visit,0,1,0,1,negative
Pinnawala Elephant Orphanage,Whale watching,0,1,0,1,negative
Pinnawala Elephant Orphanage,Wildlife watching,1,0,0,1,positive
Pitawala Pathana,Camping,1,0,1,2,positive
Pitawala Pathana,Heritage exploration,1,0,0,1,positive
Pitawala Pathana,Hiking,6,1,9,16,neutral
Pitawala Pathana,Photography,4,0,4,8,positive
Pitawala Pathana,Relaxing,1,0,1,2,positive
Pitawala Pathana,Shopping,1,0,2,3,neutral
Pitawala Pathana,Sightseeing,1,0,0,1,positive
Pitawala Pathana,Sunrise watching,1,0,0,1,positive
Pitawala Pathana,Sunset watching,2,0,0,2,positive
Pitawala Pathana,Trekking,3,0,0,3,positive
Pitawala Pathana,Viewpoint visit,3,1,4,8,neutral
Pitawala Pathana,Waterfall visit,1,0,0,1,positive
Polhena Beach,Beach relaxing,0,0,1,1,neutral
Polhena Beach,Camping,0,0,2,2,neutral
Polhena Beach,Diving,1,0,3,4,neutral
Polhena Beach,Fishing,0,0,1,1,neutral
Polhena Beach,Kayaking,0,0,1,1,neutral
Polhena Beach,Photography,2,0,4,6,neutral
Polhena Beach,Relaxing,25,0,7,32,positive
Polhena Beach,Ruins exploration,0,0,1,1,neutral
Polhena Beach,Safari,0,0,1,1,neutral
Polhena Beach,Sea bathing,18,1,7,26,positive
Polhena Beach,Seafood tasting,2,0,0,2,positive
Polhena Beach,Shopping,5,0,6,11,neutral
Polhena Beach,Snorkelling,56,8,54,118,positive
Polhena Beach,Sunbathing,4,0,3,7,positive
Polhena Beach,Sunrise watching,1,0,1,2,positive
Polhena Beach,Sunset watching,1,0,1,2,positive
Polhena Beach,Surfing,5,0,3,8,positive
Polhena Beach,Swimming,56,4,52,112,positive
Polhena Beach,Train ride,0,0,3,3,neutral
Polhena Beach,Turtle watching,5,0,9,14,neutral
Polhena Beach,Viewpoint visit,0,0,1,1,neutral
Polonnaruwa Vatadage,Ancient city visit,93,3,103,199,neutral
Polonnaruwa Vatadage,Cycling,2,2,5,9,neutral
Polonnaruwa Vatadage,Heritage exploration,8,0,7,15,positive
Polonnaruwa Vatadage,Meditation,1,0,0,1,positive
Polonnaruwa Vatadage,Museum visit,5,1,9,15,neutral
Polonnaruwa Vatadage,Photography,10,0,12,22,neutral
Polonnaruwa Vatadage,Relaxing,0,0,2,2,neutral
Polonnaruwa Vatadage,Religious visit,9,0,0,9,positive
Polonnaruwa Vatadage,Ruins exploration,18,0,8,26,positive
Polonnaruwa Vatadage,Shopping,1,0,1,2,positive
Polonnaruwa Vatadage,Souvenir shopping,1,1,1,3,positive
Polonnaruwa Vatadage,Temple visit,3,0,0,3,positive
Polonnaruwa Vatadage,Trekking,1,0,0,1,positive
Popham's Arboretum,Bird watching,1,0,0,1,positive
Popham's Arboretum,Camping,2,0,2,4,positive
Popham's Arboretum,Diving,0,0,1,1,neutral
Popham's Arboretum,Fishing,2,0,2,4,positive
Popham's Arboretum,Forest walk,2,0,5,7,neutral
Popham's Arboretum,Heritage exploration,1,0,0,1,positive
Popham's Arboretum,Hiking,1,0,3,4,neutral
Popham's Arboretum,Jeep safari,1,0,0,1,positive
Popham's Arboretum,Museum visit,0,0,1,1,neutral
Popham's Arboretum,Nature walk,3,0,1,4,positive
Popham's Arboretum,Photography,6,0,5,11,positive
Popham's Arboretum,Picnic,0,0,1,1,neutral
Popham's Arboretum,Relaxing,5,0,0,5,positive
Popham's Arboretum,Ruins exploration,0,0,1,1,neutral
Popham's Arboretum,Safari,7,1,14,22,neutral
Popham's Arboretum,Scenic drive,0,0,1,1,neutral
Popham's Arboretum,Sunset watching,0,0,3,3,neutral
Popham's Arboretum,Temple visit,0,1,0,1,negative
Popham's Arboretum,Trekking,2,0,1,3,positive
Popham's Arboretum,Wildlife watching,3,0,0,3,positive
Rankoth Vehera,Ancient city visit,2,0,5,7,neutral
Rankoth Vehera,Cycling,1,0,1,2,positive
Rankoth Vehera,Heritage exploration,1,0,0,1,positive
Rankoth Vehera,Photography,1,0,3,4,neutral
Rankoth Vehera,Pilgrimage,1,0,1,2,positive
Rankoth Vehera,Relaxing,2,0,0,2,positive
Rankoth Vehera,Religious visit,7,1,12,20,neutral
Rankoth Vehera,Ruins exploration,0,0,4,4,neutral
Rankoth Vehera,Shopping,1,0,0,1,positive
Rankoth Vehera,Temple visit,1,0,2,3,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Diving,0,0,2,2,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Hiking,7,1,8,16,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Local food tasting,2,0,0,2,positive
Ravana Ella FallsSomeone from this business manages the listing.,Photography,72,10,54,136,positive
Ravana Ella FallsSomeone from this business manages the listing.,Picnic,0,0,2,2,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Relaxing,9,2,4,15,positive
Ravana Ella FallsSomeone from this business manages the listing.,Safari,1,0,1,2,positive
Ravana Ella FallsSomeone from this business manages the listing.,Scenic drive,1,0,0,1,positive
Ravana Ella FallsSomeone from this business manages the listing.,Shopping,4,1,6,11,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Sightseeing,0,0,5,5,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Souvenir shopping,4,0,9,13,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Spa treatment,0,0,1,1,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Street food tasting,2,0,0,2,positive
Ravana Ella FallsSomeone from this business manages the listing.,Swimming,31,10,57,98,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Tea factory visit,1,0,0,1,positive
Ravana Ella FallsSomeone from this business manages the listing.,Temple visit,0,0,1,1,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Trekking,1,0,3,4,neutral
Ravana Ella FallsSomeone from this business manages the listing.,Viewpoint visit,3,1,3,7,positive
Ravana Ella FallsSomeone from this business manages the listing.,Waterfall visit,192,38,218,448,neutral
Richmond Castle,Heritage exploration,0,0,1,1,neutral
Richmond Castle,Museum visit,1,0,1,2,positive
Richmond Castle,Photography,16,1,9,26,positive
Richmond Castle,Ruins exploration,1,0,0,1,positive
Richmond Castle,Temple visit,0,0,2,2,neutral
Richmond Castle,Waterfall visit,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Ancient city visit,1,0,1,2,positive
Ridee Viharaya (silver Temple),Forest walk,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Heritage exploration,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Hiking,0,0,2,2,neutral
Ridee Viharaya (silver Temple),Meditation,3,0,6,9,neutral
Ridee Viharaya (silver Temple),Photography,0,0,2,2,neutral
Ridee Viharaya (silver Temple),Pilgrimage,0,0,7,7,neutral
Ridee Viharaya (silver Temple),Relaxing,4,0,1,5,positive
Ridee Viharaya (silver Temple),Religious visit,0,0,3,3,neutral
Ridee Viharaya (silver Temple),Ruins exploration,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Scenic drive,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Sightseeing,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Sunrise watching,0,0,1,1,neutral
Ridee Viharaya (silver Temple),Sunset watching,1,0,1,2,positive
Ridee Viharaya (silver Temple),Temple visit,30,1,35,66,neutral
Ridee Viharaya (silver Temple),Viewpoint visit,2,0,1,3,positive
Ridee Viharaya (silver Temple),Yoga,0,0,1,1,neutral
Ritigala Forest Monastery,Ancient city visit,6,0,4,10,positive
Ritigala Forest Monastery,Ayurveda wellness,2,0,2,4,positive
Ritigala Forest Monastery,Bird watching,1,0,0,1,positive
Ritigala Forest Monastery,Cycling,0,0,1,1,neutral
Ritigala Forest Monastery,Forest walk,12,0,2,14,positive
Ritigala Forest Monastery,Heritage exploration,0,0,1,1,neutral
Ritigala Forest Monastery,Hiking,24,1,9,34,positive
Ritigala Forest Monastery,Meditation,2,0,17,19,neutral
Ritigala Forest Monastery,Museum visit,0,0,1,1,neutral
Ritigala Forest Monastery,Photography,4,0,6,10,neutral
Ritigala Forest Monastery,Relaxing,9,0,1,10,positive
Ritigala Forest Monastery,Religious visit,1,0,0,1,positive
Ritigala Forest Monastery,Ruins exploration,37,1,33,71,positive
Ritigala Forest Monastery,Scenic drive,0,1,1,2,negative
Ritigala Forest Monastery,Shopping,0,0,1,1,neutral
Ritigala Forest Monastery,Sightseeing,0,0,1,1,neutral
Ritigala Forest Monastery,Sunset watching,1,0,0,1,positive
Ritigala Forest Monastery,Swimming,0,0,2,2,neutral
Ritigala Forest Monastery,Temple visit,1,0,3,4,neutral
Ritigala Forest Monastery,Trekking,5,0,6,11,neutral
Ritigala Forest Monastery,Viewpoint visit,1,0,1,2,positive
Ritigala Forest Monastery,Waterfall bathing,1,0,0,1,positive
Ritigala Forest Monastery,Waterfall visit,1,0,1,2,positive
Ritigala Forest Monastery,Yoga,0,0,1,1,neutral
Royal Botanical Gardens,Cycling,1,0,0,1,positive
Royal Botanical Gardens,Hiking,1,0,0,1,positive
Royal Botanical Gardens,Museum visit,1,0,0,1,positive
Royal Botanical Gardens,Photography,19,0,14,33,positive
Royal Botanical Gardens,Picnic,14,0,7,21,positive
Royal Botanical Gardens,Relaxing,72,1,18,91,positive
Royal Botanical Gardens,Scenic drive,0,0,1,1,neutral
Royal Botanical Gardens,Shopping,14,0,13,27,positive
Royal Botanical Gardens,Sightseeing,1,0,1,2,positive
Royal Botanical Gardens,Souvenir shopping,4,0,2,6,positive
Royal Botanical Gardens,Sunbathing,1,0,0,1,positive
Royal Botanical Gardens,Sunset watching,1,1,0,2,positive
Royal Botanical Gardens,Temple visit,2,1,5,8,neutral
Royal Botanical Gardens,Trekking,0,0,1,1,neutral
Royal Botanical Gardens,Wildlife watching,0,1,0,1,negative
Ruwanweli Maha Seya,Ancient city visit,31,5,49,85,neutral
Ruwanweli Maha Seya,Cycling,2,1,2,5,positive
Ruwanweli Maha Seya,Heritage exploration,1,0,7,8,neutral
Ruwanweli Maha Seya,Meditation,22,0,8,30,positive
Ruwanweli Maha Seya,Museum visit,0,0,3,3,neutral
Ruwanweli Maha Seya,Photography,13,1,13,27,positive
Ruwanweli Maha Seya,Pilgrimage,9,4,28,41,neutral
Ruwanweli Maha Seya,Relaxing,21,1,6,28,positive
Ruwanweli Maha Seya,Religious visit,51,4,75,130,neutral
Ruwanweli Maha Seya,Ruins exploration,4,0,10,14,neutral
Ruwanweli Maha Seya,Safari,2,0,0,2,positive
Ruwanweli Maha Seya,Scenic drive,0,0,1,1,neutral
Ruwanweli Maha Seya,Shopping,1,0,3,4,neutral
Ruwanweli Maha Seya,Sightseeing,1,0,0,1,positive
Ruwanweli Maha Seya,Souvenir shopping,0,1,0,1,negative
Ruwanweli Maha Seya,Sunrise watching,3,0,2,5,positive
Ruwanweli Maha Seya,Sunset watching,16,1,8,25,positive
Ruwanweli Maha Seya,Swimming,1,0,0,1,positive
Ruwanweli Maha Seya,Temple visit,14,1,16,31,neutral
Ruwanweli Maha Seya,Waterfall visit,0,0,3,3,neutral
Samadhi Statue,Ancient city visit,7,0,6,13,positive
Samadhi Statue,Market visit,0,0,1,1,neutral
Samadhi Statue,Meditation,5,0,14,19,neutral
Samadhi Statue,Photography,0,0,8,8,neutral
Samadhi Statue,Pilgrimage,1,0,2,3,neutral
Samadhi Statue,Relaxing,1,0,1,2,positive
Samadhi Statue,Religious visit,9,0,12,21,neutral
Samadhi Statue,Ruins exploration,2,0,1,3,positive
Samadhi Statue,Shopping,0,0,2,2,neutral
Samadhi Statue,Souvenir shopping,0,0,1,1,neutral
Samadhi Statue,Temple visit,1,0,0,1,positive
Samadhi Statue,Waterfall visit,1,0,0,1,positive
Samudra Parakrama,Ancient city visit,3,0,4,7,neutral
Samudra Parakrama,Bird watching,1,0,0,1,positive
Samudra Parakrama,Boat ride,0,0,2,2,neutral
Samudra Parakrama,Cycling,0,0,1,1,neutral
Samudra Parakrama,Fishing,0,0,3,3,neutral
Samudra Parakrama,Museum visit,0,0,2,2,neutral
Samudra Parakrama,Photography,2,0,0,2,positive
Samudra Parakrama,Relaxing,1,0,0,1,positive
Samudra Parakrama,Ruins exploration,1,0,2,3,neutral
Samudra Parakrama,Scenic drive,0,0,1,1,neutral
Samudra Parakrama,Sightseeing,0,0,1,1,neutral
Samudra Parakrama,Sunrise watching,1,0,0,1,positive
Samudra Parakrama,Sunset watching,7,0,1,8,positive
Samudra Parakrama,Temple visit,1,0,0,1,positive
Sea Turtle Conservation Project (Koggala),Beach walking,0,0,2,2,neutral
Sea Turtle Conservation Project (Koggala),Boat ride,1,0,0,1,positive
Sea Turtle Conservation Project (Koggala),Cycling,0,0,1,1,neutral
Sea Turtle Conservation Project (Koggala),Diving,0,1,1,2,negative
Sea Turtle Conservation Project (Koggala),Fishing,1,1,9,11,neutral
Sea Turtle Conservation Project (Koggala),Photography,3,3,10,16,neutral
Sea Turtle Conservation Project (Koggala),Shopping,0,0,1,1,neutral
Sea Turtle Conservation Project (Koggala),Sunbathing,0,0,1,1,neutral
Sea Turtle Conservation Project (Koggala),Sunset watching,1,0,0,1,positive
Sea Turtle Conservation Project (Koggala),Surfing,1,0,0,1,positive
Sea Turtle Conservation Project (Koggala),Swimming,2,1,11,14,neutral
Sea Turtle Conservation Project (Koggala),Turtle watching,2,0,1,3,positive
Sea Turtle Conservation Project (Koggala),Whale watching,0,0,1,1,neutral
Sea Turtle Conservation Project (Koggala),Yoga,0,0,1,1,neutral
Sea Turtle Farm Galle Mahamodara,Boat ride,1,0,1,2,positive
Sea Turtle Farm Galle Mahamodara,Cycling,7,0,2,9,positive
Sea Turtle Farm Galle Mahamodara,Fishing,5,1,9,15,neutral
Sea Turtle Farm Galle Mahamodara,Fort visit,5,0,2,7,positive
Sea Turtle Farm Galle Mahamodara,Heritage exploration,0,0,1,1,neutral
Sea Turtle Farm Galle Mahamodara,Photography,4,0,4,8,positive
Sea Turtle Farm Galle Mahamodara,Relaxing,5,0,2,7,positive
Sea Turtle Farm Galle Mahamodara,Seafood tasting,1,0,0,1,positive
Sea Turtle Farm Galle Mahamodara,Shopping,1,0,1,2,positive
Sea Turtle Farm Galle Mahamodara,Souvenir shopping,0,0,2,2,neutral
Sea Turtle Farm Galle Mahamodara,Sunset watching,5,0,1,6,positive
Sea Turtle Farm Galle Mahamodara,Swimming,1,1,2,4,neutral
Sea Turtle Farm Galle Mahamodara,Turtle watching,13,1,3,17,positive
Seema Malakaya Temple,Ancient city visit,1,0,0,1,positive
Seema Malakaya Temple,Bird watching,1,0,0,1,positive
Seema Malakaya Temple,Boat ride,0,0,1,1,neutral
Seema Malakaya Temple,Market visit,0,0,1,1,neutral
Seema Malakaya Temple,Meditation,26,0,33,59,neutral
Seema Malakaya Temple,Museum visit,2,0,0,2,positive
Seema Malakaya Temple,Photography,42,3,21,66,positive
Seema Malakaya Temple,Relaxing,16,1,6,23,positive
Seema Malakaya Temple,Religious visit,9,0,9,18,positive
Seema Malakaya Temple,Shopping,0,0,3,3,neutral
Seema Malakaya Temple,Sunset watching,7,0,3,10,positive
Seema Malakaya Temple,Swimming,2,0,0,2,positive
Seema Malakaya Temple,Temple visit,148,8,167,323,neutral
Seenigama Muhudu Viharaya,Boat ride,3,3,10,16,neutral
Seenigama Muhudu Viharaya,Fishing,0,0,1,1,neutral
Seenigama Muhudu Viharaya,Museum visit,0,0,3,3,neutral
Seenigama Muhudu Viharaya,Photography,2,0,6,8,neutral
Seenigama Muhudu Viharaya,Relaxing,2,0,0,2,positive
Seenigama Muhudu Viharaya,Religious visit,0,0,1,1,neutral
Seenigama Muhudu Viharaya,Sunset watching,1,0,0,1,positive
Seenigama Muhudu Viharaya,Swimming,1,0,2,3,neutral
Seenigama Muhudu Viharaya,Temple visit,29,4,31,64,neutral
Seruwila Mangala Raja Maha Vihara,Heritage exploration,0,0,1,1,neutral
Seruwila Mangala Raja Maha Vihara,Picnic,1,0,0,1,positive
Seruwila Mangala Raja Maha Vihara,Pilgrimage,0,0,1,1,neutral
Seruwila Mangala Raja Maha Vihara,Religious visit,3,0,4,7,neutral
Seruwila Mangala Raja Maha Vihara,Ruins exploration,0,0,1,1,neutral
Seruwila Mangala Raja Maha Vihara,Scenic drive,0,1,0,1,negative
Seruwila Mangala Raja Maha Vihara,Temple visit,19,0,26,45,neutral
Sigiriya Lion Rock,Ancient city visit,2,0,5,7,neutral
Sigiriya Lion Rock,Ayurveda wellness,0,0,1,1,neutral
Sigiriya Lion Rock,Diving,0,0,1,1,neutral
Sigiriya Lion Rock,Fort visit,2,0,1,3,positive
Sigiriya Lion Rock,Heritage exploration,15,1,30,46,neutral
Sigiriya Lion Rock,Hiking,23,3,9,35,positive
Sigiriya Lion Rock,Meditation,0,0,1,1,neutral
Sigiriya Lion Rock,Mountain climbing,0,0,2,2,neutral
Sigiriya Lion Rock,Museum visit,8,1,14,23,neutral
Sigiriya Lion Rock,Photography,20,4,28,52,neutral
Sigiriya Lion Rock,Relaxing,3,0,1,4,positive
Sigiriya Lion Rock,Religious visit,2,0,0,2,positive
Sigiriya Lion Rock,Rock climbing,2,0,5,7,neutral
Sigiriya Lion Rock,Ruins exploration,12,1,11,24,positive
Sigiriya Lion Rock,Safari,2,0,1,3,positive
Sigiriya Lion Rock,Shopping,0,0,4,4,neutral
Sigiriya Lion Rock,Sightseeing,0,0,3,3,neutral
Sigiriya Lion Rock,Souvenir shopping,1,0,6,7,neutral
Sigiriya Lion Rock,Spa treatment,0,0,1,1,neutral
Sigiriya Lion Rock,Sunrise watching,30,4,26,60,positive
Sigiriya Lion Rock,Sunset watching,11,3,6,20,positive
Sigiriya Lion Rock,Swimming,1,0,5,6,neutral
Sigiriya Lion Rock,Temple visit,3,0,0,3,positive
Sigiriya Lion Rock,Trekking,2,0,2,4,positive
Sigiriya Lion Rock,Viewpoint visit,3,0,0,3,positive
Sigiriya Lion Rock,Village tour,2,0,5,7,neutral
Sigiriya Lion Rock,Waterfall visit,0,1,0,1,negative
Single Tree Hill,Hiking,15,0,17,32,neutral
Single Tree Hill,Photography,4,0,1,5,positive
Single Tree Hill,Picnic,1,0,0,1,positive
Single Tree Hill,Relaxing,1,0,0,1,positive
Single Tree Hill,Religious visit,0,0,2,2,neutral
Single Tree Hill,Scenic drive,1,0,0,1,positive
Single Tree Hill,Sunset watching,2,0,0,2,positive
Single Tree Hill,Tea plantation visit,3,0,1,4,positive
Single Tree Hill,Temple visit,12,0,8,20,positive
Single Tree Hill,Trekking,4,1,2,7,positive
Single Tree Hill,Viewpoint visit,1,0,5,6,neutral
Sinharaja Forest Reserve,Ayurveda wellness,0,0,2,2,neutral
Sinharaja Forest Reserve,Bird watching,22,3,11,36,positive
Sinharaja Forest Reserve,Boat ride,0,0,2,2,neutral
Sinharaja Forest Reserve,Camping,4,2,5,11,neutral
Sinharaja Forest Reserve,Cycling,0,0,1,1,neutral
Sinharaja Forest Reserve,Fishing,0,0,5,5,neutral
Sinharaja Forest Reserve,Forest walk,15,1,3,19,positive
Sinharaja Forest Reserve,Heritage exploration,6,1,19,26,neutral
Sinharaja Forest Reserve,Hiking,29,7,39,75,neutral
Sinharaja Forest Reserve,Jeep safari,2,0,1,3,positive
Sinharaja Forest Reserve,Museum visit,0,0,1,1,neutral
Sinharaja Forest Reserve,Nature walk,0,0,2,2,neutral
Sinharaja Forest Reserve,Photography,17,1,18,36,neutral
Sinharaja Forest Reserve,Picnic,0,0,1,1,neutral
Sinharaja Forest Reserve,Relaxing,5,0,4,9,positive
Sinharaja Forest Reserve,Safari,2,0,0,2,positive
Sinharaja Forest Reserve,Scenic drive,0,0,1,1,neutral
Sinharaja Forest Reserve,Shopping,2,0,4,6,neutral
Sinharaja Forest Reserve,Snorkelling,0,0,4,4,neutral
Sinharaja Forest Reserve,Souvenir shopping,0,0,1,1,neutral
Sinharaja Forest Reserve,Spa treatment,2,0,2,4,positive
Sinharaja Forest Reserve,Sunset watching,3,0,0,3,positive
Sinharaja Forest Reserve,Swimming,44,1,22,67,positive
Sinharaja Forest Reserve,Tea plantation visit,0,1,1,2,negative
Sinharaja Forest Reserve,Trekking,30,3,49,82,neutral
Sinharaja Forest Reserve,Viewpoint visit,1,0,1,2,positive
