,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Independence Memorial Hall,102.45,199.57,161.94,116.8,218.04,37.99,306.77,115.99,161.37,163.57,314.62,7.44,73.09,214.42,78.97,65.04,209.7,415.06,118.41,143.98,4.08,2.09,197.79,150.73,6.58,197.04,130.01,188.04,7.28,157.2,214.22,119.52,346.9,149.05,196.49,111.17,261.5,314.26,217.0,119.52,4.89,4.32,119.77,158.12,3.27,149.23,178.47,157.51,163.77,127.25,31.53,108.72,168.55,180.52,171.38,176.95,0.0,195.27,395.29,394.89,5.82,118.03,196.34,140.38,130.56,199.93,39.51,72.25,117.32,117.05,257.22,251.15,202.43,412.52,11.66,216.75,256.27,156.36,129.1,81.78,350.52,108.88,186.52,195.59,196.09,159.81,252.97,97.62,287.73,89.25,233.98,257.71,148.33,210.6,187.52,143.02,161.36,197.44,9.26,175.13,29.43,428.32,146.44,392.65,41.58,39.51,394.4,268.65,195.45,5.62,288.59,160.46,4.81,171.78,168.12,88.31,172.69,150.56,217.26,154.91,217.66,195.22,42.83,113.44,193.95,110.71,197.54,199.0,224.9,129.12,120.21,3.38,107.17,274.58,169.05,156.87,125.26,266.33,240.85,138.94,175.09,134.29,6.51,6.58,218.39,117.07,260.25,259.88,187.58,193.09,167.11,118.91,259.36,156.7,2.31,125.28,180.15,153.91,138.41,170.32,152.22,249.06,5.59,283.84,139.98
Isurumuniya Temple,197.85,4.82,218.01,161.57,103.05,170.52,309.77,136.73,308.91,272.44,199.62,198.95,264.71,217.29,221.47,256.66,270.36,214.71,143.55,335.6,193.37,195.34,3.04,67.32,200.36,228.18,200.63,274.04,198.78,348.82,210.63,311.15,146.56,296.59,237.49,149.64,110.59,257.01,102.01,311.15,195.19,196.5,311.39,209.19,194.58,232.59,370.1,210.27,216.54,318.87,168.93,300.35,360.17,236.59,363.0,61.95,195.38,0.0,194.95,194.55,192.53,309.65,1.59,332.0,322.18,391.55,240.78,263.87,137.2,136.92,99.49,305.86,87.44,212.18,197.25,101.75,335.09,157.89,320.72,273.4,353.52,205.61,253.43,236.59,1.34,210.35,298.42,289.24,172.73,236.79,261.1,118.23,339.95,15.48,72.52,334.64,214.13,4.66,203.87,366.75,171.58,227.97,90.34,192.31,166.78,170.93,194.05,112.91,236.46,194.1,173.59,210.87,193.05,70.81,218.53,137.66,131.04,342.18,102.26,69.24,102.67,236.22,244.1,115.33,56.11,141.06,2.79,4.26,109.9,320.74,311.83,194.82,298.79,143.21,71.61,208.89,278.79,316.79,125.85,222.31,253.37,206.24,191.63,191.74,103.39,136.51,106.98,106.59,379.2,5.03,314.65,310.54,107.32,207.98,194.3,316.9,94.48,345.53,330.03,361.94,343.85,64.64,191.73,334.29,71.51
Jaffna Fort,376.51,199.53,396.67,340.23,281.71,376.13,488.43,315.39,448.7,451.1,378.28,403.03,454.0,395.95,410.77,445.96,449.02,21.04,322.21,524.9,397.45,399.42,197.99,245.98,404.44,406.84,379.29,452.7,397.14,538.12,389.29,500.44,53.63,485.89,416.15,328.3,237.29,435.67,280.67,500.44,399.27,400.58,500.69,387.85,398.66,411.25,559.39,388.93,395.2,508.16,372.43,489.64,549.47,415.25,552.3,240.61,399.46,200.16,0.0,0.82,396.62,498.95,200.72,521.29,511.48,580.85,430.08,453.17,315.86,315.58,226.19,484.52,266.1,20.08,386.55,280.41,513.75,336.55,510.02,462.7,532.18,384.27,432.09,415.25,200.47,389.01,477.08,478.54,351.39,426.09,439.76,244.93,529.25,184.84,251.18,523.94,392.79,201.16,407.95,556.05,375.66,33.03,269.0,3.5,380.53,378.45,16.43,239.6,415.12,398.18,352.25,389.53,397.13,249.47,397.19,322.42,309.7,531.48,280.92,247.9,281.33,414.88,433.39,293.99,234.77,319.72,198.28,198.5,288.56,510.04,501.13,398.9,488.09,269.9,250.27,387.55,468.09,495.45,304.51,400.97,432.03,384.9,395.71,395.82,282.05,315.17,233.68,233.29,568.49,201.73,503.95,499.83,234.02,386.64,398.38,506.2,273.14,534.82,519.33,551.23,533.14,182.46,395.81,512.95,270.89
Jaffna Public Library,376.12,199.13,396.27,339.83,281.31,375.74,488.03,314.99,448.3,450.7,377.89,402.63,453.61,395.55,410.37,445.56,448.62,21.47,321.82,524.5,397.05,399.02,197.59,245.58,404.04,406.44,378.89,452.3,396.75,537.72,388.89,500.04,53.23,485.49,415.75,327.9,236.89,435.27,280.27,500.04,398.87,400.18,500.29,387.45,398.26,410.85,559.0,388.53,394.8,507.77,372.03,489.24,549.07,414.85,551.9,240.21,399.06,199.76,0.82,0.0,396.22,498.55,200.32,520.9,511.08,580.45,429.68,452.77,315.46,315.19,225.79,484.12,265.7,19.77,386.15,280.02,513.35,336.16,509.62,462.3,531.78,383.88,431.69,414.85,200.07,388.62,476.69,478.14,350.99,425.69,439.36,244.53,528.85,184.44,250.78,523.54,392.39,200.76,407.56,555.65,375.26,33.85,268.6,2.84,380.13,378.06,15.76,239.21,414.72,397.79,351.86,389.13,396.73,249.07,396.8,322.02,309.3,531.08,280.53,247.5,280.93,414.48,433.0,293.59,234.38,319.32,197.89,198.1,288.16,509.64,500.73,398.51,487.69,269.51,249.87,387.15,467.69,495.05,304.11,400.57,431.64,384.51,395.31,395.42,281.65,314.77,233.28,232.89,568.1,201.33,503.55,499.43,233.62,386.25,397.98,505.8,272.74,534.43,518.93,550.84,532.74,182.06,395.41,512.55,270.49
Jami Ul-Alfar Mosque,101.46,197.09,160.95,114.32,215.56,35.51,312.42,113.51,167.02,169.22,312.14,11.15,85.44,220.07,77.98,77.4,215.35,412.57,115.93,156.34,3.34,4.88,195.31,148.25,11.61,202.69,129.01,193.69,10.99,169.56,219.87,131.88,344.42,154.7,202.14,108.69,259.02,290.84,214.52,131.88,2.82,4.13,132.13,157.13,3.73,148.24,190.83,156.51,162.78,139.6,29.05,121.08,180.91,179.53,183.74,174.47,6.22,192.79,392.81,392.41,0.0,130.39,193.86,152.73,142.92,212.29,43.86,84.61,114.84,114.56,254.74,263.51,199.95,410.04,9.18,214.27,268.63,153.88,141.46,94.13,356.17,107.88,192.17,201.24,193.61,158.81,265.33,109.98,285.25,94.9,239.63,255.23,160.69,208.12,185.04,155.38,160.37,194.95,13.61,187.49,26.95,425.84,143.96,390.17,39.1,37.03,391.91,266.17,201.1,1.73,286.11,159.46,1.58,169.29,167.13,85.83,170.21,162.92,214.78,152.43,215.18,200.87,47.17,110.96,191.46,108.22,195.06,196.52,222.41,141.48,132.57,3.84,119.53,272.1,166.56,155.87,137.62,278.69,238.37,137.95,180.74,133.29,2.07,1.52,215.9,114.58,257.76,257.4,199.93,190.61,172.76,131.27,256.88,155.71,4.61,137.64,177.67,166.26,150.76,182.67,164.58,246.58,1.12,296.19,137.5
Japanese Peace Pagoda - Rumassala,199.95,314.65,258.1,220.97,322.2,154.18,276.82,220.15,195.91,198.11,345.81,116.88,68.04,222.99,145.2,67.1,170.3,519.22,222.57,32.75,123.78,118.35,312.87,254.89,112.85,205.61,227.51,184.04,118.11,54.6,222.78,6.09,451.06,122.3,195.25,215.33,365.66,284.31,321.16,6.09,120.7,120.13,6.34,255.0,119.52,246.73,75.88,253.38,247.1,20.45,137.0,23.47,65.96,246.92,68.78,281.11,117.77,310.36,499.45,499.05,129.86,0.0,311.42,23.68,15.98,97.34,80.68,67.21,221.48,221.21,361.38,148.56,306.59,516.68,121.67,320.91,153.68,260.52,17.86,58.18,320.57,206.38,228.09,200.64,311.17,258.21,150.37,48.94,309.1,151.16,204.02,361.87,45.74,314.76,291.68,31.79,254.5,317.46,113.16,72.54,145.63,532.48,250.6,496.82,157.78,155.71,498.56,372.81,200.51,121.6,355.46,258.86,124.2,275.94,266.53,192.48,276.85,47.96,321.42,259.07,321.82,200.27,80.78,217.6,298.11,214.87,312.62,314.08,329.06,14.54,6.78,119.64,26.35,378.75,273.21,255.86,132.16,163.74,345.01,236.45,216.66,231.79,128.95,129.06,322.55,221.23,364.41,364.04,84.98,308.17,140.36,4.34,363.52,255.69,122.86,53.18,284.31,51.31,25.08,67.72,38.44,365.26,129.06,181.24,255.06
Jaya Sri Maha Bodhi,198.85,3.84,219.0,162.57,104.04,171.99,310.77,137.73,271.04,273.44,200.62,200.41,266.17,218.29,222.93,258.13,271.36,215.71,144.55,337.06,194.83,196.8,2.06,68.32,201.82,229.18,201.63,275.04,200.25,350.28,211.63,312.61,147.56,298.06,238.49,150.64,111.59,258.01,103.0,312.61,196.65,197.96,312.85,210.19,196.04,233.59,371.56,211.27,217.54,320.33,170.39,301.81,361.64,237.58,364.46,62.95,196.84,2.07,195.95,195.55,194.0,311.12,0.0,333.46,323.64,393.02,242.25,265.34,138.2,137.92,100.49,306.86,88.44,213.18,198.72,102.75,336.08,158.89,322.19,274.86,354.52,206.61,254.43,237.59,1.23,211.35,299.42,290.71,173.73,238.26,262.1,119.23,341.42,16.48,73.52,336.11,215.13,5.66,205.34,368.22,173.04,228.97,91.34,193.31,168.24,172.39,195.05,113.9,237.46,195.57,174.59,211.87,194.51,71.81,219.53,139.13,132.04,343.64,103.26,70.24,103.66,237.22,245.56,116.33,57.11,142.05,1.81,3.27,110.9,322.2,313.3,196.29,300.26,144.2,72.61,209.89,280.25,317.79,126.85,223.31,254.37,207.24,193.09,193.2,104.39,137.51,107.98,107.59,380.66,6.03,316.12,312.0,108.32,208.98,195.76,318.36,95.48,346.99,331.49,363.4,345.31,63.66,193.2,335.29,72.97
Jungle Beach,222.75,337.45,240.98,243.76,345.0,176.98,259.7,242.95,178.79,180.99,328.68,139.68,90.84,205.86,168.0,89.9,153.17,542.02,245.37,9.82,146.58,141.15,335.67,277.69,135.65,188.48,250.31,166.92,140.91,26.32,205.66,26.31,473.86,105.18,178.13,238.13,388.46,267.19,343.96,26.31,143.5,142.93,26.56,237.88,142.32,220.14,58.76,236.26,229.98,11.96,159.8,43.7,41.06,229.8,46.2,303.91,140.57,333.15,522.25,521.85,152.66,23.68,334.22,0.0,7.69,80.21,103.48,90.01,244.28,244.01,384.18,131.44,329.39,539.48,144.47,343.71,136.55,283.32,13.61,80.98,303.45,229.18,210.96,183.52,333.97,241.09,133.25,71.74,291.97,173.96,186.9,384.67,17.45,337.56,314.48,8.86,237.37,340.26,135.96,55.41,168.43,555.28,273.4,519.61,180.58,178.51,521.36,395.61,183.38,144.4,338.33,241.74,147.0,298.74,249.41,215.27,299.65,17.45,344.22,281.87,344.62,183.15,103.58,240.4,320.91,237.67,335.42,336.88,351.86,11.62,27.0,142.44,46.57,401.55,296.01,238.74,154.96,146.62,367.81,217.66,199.54,254.59,151.75,151.86,345.35,244.03,387.21,386.84,67.86,330.97,123.23,21.32,386.32,238.57,145.66,49.57,307.11,23.02,2.15,42.83,15.51,388.06,151.86,164.12,277.86
Kabalana Beach,212.48,327.18,247.31,233.49,334.73,166.71,266.03,232.68,185.12,187.32,335.02,129.4,80.57,212.2,157.72,79.62,159.51,531.74,235.09,16.77,136.3,130.87,325.4,267.42,125.38,194.82,240.04,173.25,130.64,33.27,211.99,18.62,463.59,111.51,184.46,227.86,378.18,273.52,333.69,18.62,133.23,132.65,18.86,244.21,132.05,226.47,65.09,242.59,236.32,6.43,149.52,36.0,48.01,236.13,53.15,293.64,130.3,322.88,511.98,511.58,142.39,15.98,323.95,7.7,0.0,86.55,93.21,79.73,234.01,233.73,373.91,137.77,319.12,529.21,134.2,333.44,142.89,273.05,5.92,70.7,309.78,218.91,217.3,189.85,323.7,247.42,139.58,61.46,298.31,163.69,193.23,374.4,24.4,327.29,304.21,15.81,243.71,329.98,125.69,61.75,158.16,545.0,263.13,509.34,170.31,168.23,511.08,385.34,189.72,134.13,344.67,248.07,136.73,288.46,255.74,205.0,289.38,24.4,333.95,271.6,334.35,189.48,93.31,230.13,310.63,227.39,325.15,326.61,341.58,3.93,19.3,132.17,38.88,391.27,285.73,245.07,144.69,152.95,357.54,248.97,205.87,244.32,141.48,141.59,335.07,233.75,376.93,376.56,74.19,320.7,129.57,13.62,376.05,244.9,135.39,46.24,296.84,29.97,9.1,49.78,22.46,377.79,141.58,170.45,267.59
Kalametiya Eco Bird Watching,169.83,396.64,187.75,206.58,294.82,236.17,206.46,247.27,127.1,129.3,275.45,198.86,150.02,152.63,128.79,149.08,99.94,601.2,249.68,75.14,205.76,200.33,394.86,336.88,194.83,135.25,165.05,113.69,200.1,57.23,152.43,97.96,533.05,53.49,124.9,211.28,447.64,213.96,298.65,97.96,202.69,202.11,98.2,184.65,201.51,168.45,28.86,183.03,176.75,81.89,218.98,118.37,40.59,176.57,38.3,363.1,199.76,392.34,581.44,581.04,211.84,96.46,393.41,77.15,83.66,0.0,162.67,149.19,248.6,248.32,443.37,71.21,388.58,598.67,203.66,298.4,65.03,276.28,83.74,140.16,250.22,169.4,157.73,130.29,393.15,187.86,80.02,130.92,238.74,116.99,133.67,443.86,67.37,396.75,373.67,75.87,184.14,399.44,195.15,33.66,227.62,614.46,332.59,578.8,239.76,237.69,580.54,454.8,130.15,203.59,285.1,188.51,206.19,357.92,196.18,219.59,265.33,69.59,295.94,341.06,297.22,129.92,162.76,299.58,380.09,241.98,394.61,396.07,299.38,88.06,98.64,201.62,119.98,346.25,355.19,185.51,108.55,86.39,328.05,165.97,146.31,169.33,210.94,211.05,295.8,248.34,446.39,446.02,20.87,390.16,71.55,97.35,445.51,185.34,204.85,111.66,270.59,60.45,75.18,39.74,71.26,447.24,211.04,103.89,337.04
Kalutara Bodhiya,130.62,245.32,190.11,151.63,252.87,84.85,342.29,150.82,152.93,155.13,349.45,43.26,18.58,205.99,74.85,21.08,235.77,449.88,153.24,106.85,42.87,39.72,243.54,185.56,34.18,188.61,158.18,179.6,43.9,120.07,205.78,82.4,381.73,140.61,188.05,146.0,296.32,349.78,251.83,82.4,40.95,40.38,82.64,186.29,40.64,177.4,141.35,185.68,191.94,90.12,67.67,56.13,131.42,196.92,134.25,211.78,39.47,241.02,430.12,429.72,43.58,80.91,242.09,103.25,93.43,162.8,0.0,16.86,152.15,151.87,292.05,214.03,237.26,447.35,52.34,251.58,219.15,191.19,91.98,27.7,386.04,137.05,178.08,187.15,241.84,187.97,215.84,37.78,322.56,80.81,269.49,292.54,111.21,245.43,222.35,105.9,189.53,248.12,31.0,138.01,76.3,463.14,181.27,427.48,88.45,86.37,429.22,303.48,187.02,41.85,323.42,188.63,43.76,206.6,196.29,123.14,207.52,113.43,252.09,189.74,252.49,186.78,3.31,148.27,228.77,145.53,243.29,244.75,259.72,91.99,83.09,40.75,53.47,309.41,203.87,185.04,88.13,229.21,275.68,167.11,166.66,162.46,59.62,44.74,253.21,151.89,295.07,294.7,150.45,238.84,158.67,81.79,294.19,184.87,41.05,88.15,214.98,116.78,101.28,133.19,115.1,295.93,44.33,246.71,185.73
Kande Viharaya Temple,154.29,268.99,213.78,175.3,276.54,108.52,328.88,174.49,177.62,179.82,373.12,71.21,2.81,230.67,99.53,5.62,222.35,473.55,176.91,93.44,78.11,72.68,267.21,209.23,67.19,213.29,181.85,236.1,72.45,106.66,230.47,68.99,405.4,174.36,247.31,169.67,319.99,336.37,275.5,68.99,75.04,74.46,69.23,209.96,73.86,201.07,127.94,209.35,215.61,76.71,91.33,40.35,118.01,221.6,120.84,235.45,72.11,264.69,453.79,453.39,84.2,67.49,265.76,89.84,80.02,149.39,16.86,0.0,175.82,175.54,315.72,200.62,260.93,471.02,76.01,275.25,205.73,214.86,78.56,11.93,372.63,160.72,202.77,211.83,265.51,211.64,202.43,22.01,346.23,105.5,256.08,316.21,97.8,269.1,246.02,92.48,213.2,271.79,47.85,124.59,99.97,486.81,204.94,451.15,112.12,110.04,452.89,327.15,211.7,75.94,347.09,212.29,78.54,230.27,219.96,146.81,231.19,100.02,275.76,213.41,276.16,211.47,19.78,171.94,252.44,169.2,266.96,268.42,283.39,78.58,69.67,73.98,37.7,333.08,227.54,208.71,86.5,215.8,299.35,190.78,191.34,186.13,83.29,83.4,276.88,175.56,318.74,318.37,137.04,262.51,192.41,68.38,317.86,208.54,77.2,74.74,238.65,103.37,87.87,119.78,101.69,319.6,83.39,233.3,209.4
Kandy Lake,63.56,140.05,83.71,27.28,139.01,118.37,211.9,1.81,135.75,123.54,178.49,120.64,176.18,118.9,125.58,168.14,171.97,336.03,8.3,247.07,115.06,117.03,138.51,71.22,122.05,129.79,66.34,148.11,119.32,260.29,112.24,222.62,267.87,200.7,139.1,15.35,182.47,177.09,137.97,222.62,116.88,118.19,222.86,74.9,116.27,98.3,281.57,75.98,82.25,230.34,94.61,211.82,271.64,102.29,274.47,97.92,117.08,137.58,316.26,315.86,114.23,221.12,138.14,243.47,233.65,247.8,152.25,175.35,0.0,0.28,178.19,218.88,123.4,333.49,108.72,137.72,236.69,40.13,232.19,184.87,255.65,71.32,134.04,138.2,137.88,76.06,200.03,200.71,116.3,140.9,184.89,178.68,251.43,131.57,108.49,246.11,79.83,134.27,125.57,278.22,117.9,349.29,50.06,313.62,122.77,120.69,315.37,189.62,138.07,115.8,188.14,76.58,114.74,92.75,84.24,40.56,55.61,253.65,138.23,74.02,138.63,137.83,155.57,49.02,114.92,6.76,139.34,139.02,145.87,232.21,223.3,116.52,210.26,195.56,90.02,74.6,182.9,229.81,161.82,88.01,117.58,71.95,113.32,113.44,139.36,1.96,181.22,180.85,290.67,138.58,218.76,222.01,180.33,73.69,116.0,228.37,99.26,257.0,241.5,273.41,255.32,201.18,113.43,247.31,95.53
Kandy View Point,63.29,139.77,83.44,27.0,138.74,118.1,212.17,1.54,135.47,123.27,178.76,120.37,175.9,119.18,125.3,167.86,172.25,335.75,8.03,246.79,114.79,116.76,138.24,70.95,121.78,130.06,66.06,147.84,119.04,260.02,112.51,222.34,267.6,200.43,139.38,15.07,182.19,177.37,137.7,222.34,116.61,117.92,222.59,74.62,116.0,98.02,281.29,75.7,81.97,230.06,94.33,211.54,271.37,102.02,274.2,97.65,116.8,137.3,315.99,315.59,113.95,220.85,137.86,243.19,233.37,247.52,151.98,175.07,0.28,0.0,177.92,219.15,123.13,333.21,108.45,137.45,236.97,40.4,231.92,184.59,255.92,71.05,133.76,138.47,137.61,75.79,200.31,200.44,116.58,140.62,185.17,178.41,251.15,131.29,108.21,245.84,79.56,133.99,125.29,277.95,117.62,349.01,49.78,313.35,122.49,120.42,315.09,189.34,138.34,115.52,188.41,76.3,114.47,92.47,83.97,40.29,55.33,253.37,137.96,73.74,138.36,138.11,155.29,48.75,114.64,6.49,139.06,138.74,145.59,231.94,223.03,116.24,209.99,195.28,89.74,74.32,182.62,230.08,161.54,87.74,117.31,71.68,113.05,113.16,139.08,1.83,180.94,180.57,290.39,138.3,218.48,221.73,180.05,73.42,115.72,228.09,98.98,256.72,241.22,273.13,255.04,200.91,113.15,247.59,95.26
Kanniya Hot Springs,238.44,98.84,258.59,202.16,105.21,238.06,248.58,177.32,310.63,313.03,138.43,264.95,315.93,257.88,272.69,307.89,296.07,245.96,184.14,386.82,259.37,261.34,97.3,107.91,266.36,268.76,241.22,300.37,259.07,400.04,251.22,362.37,177.81,347.82,278.08,190.23,11.1,225.01,104.17,362.37,261.2,262.51,362.61,249.78,260.59,273.18,421.32,250.86,257.12,370.09,234.36,351.57,411.4,277.17,414.22,80.32,261.39,99.47,226.2,225.8,258.54,360.88,100.03,383.22,373.4,442.78,292.01,315.1,177.79,177.51,0.0,321.7,80.54,243.43,248.48,103.92,344.95,198.48,371.95,324.62,292.33,246.2,294.02,277.18,99.78,250.94,324.13,340.47,174.9,288.02,276.95,18.74,391.18,84.01,96.08,385.87,254.71,100.47,269.88,417.98,237.58,259.22,130.92,223.56,242.45,240.38,225.3,13.41,277.04,260.11,112.4,251.46,259.05,94.36,259.12,184.35,171.63,393.4,104.43,109.83,104.83,276.81,295.32,155.92,102.56,181.64,97.6,97.81,112.06,371.96,363.06,260.83,350.02,43.71,95.16,249.47,330.01,332.64,106.25,262.89,293.96,246.83,257.63,257.75,105.55,177.09,7.49,7.1,430.42,101.04,365.88,361.76,7.83,248.57,260.31,368.12,135.07,396.75,381.25,413.16,395.07,159.76,257.74,350.14,159.62
Kataragama Temple,189.27,309.02,153.68,211.18,228.43,287.56,140.07,219.68,142.86,118.75,209.06,250.25,201.41,118.57,152.8,200.47,67.56,505.0,226.35,126.53,257.15,251.72,307.49,241.7,246.22,101.19,177.79,79.62,251.48,115.13,109.83,149.34,436.85,71.71,90.83,214.1,322.95,147.56,232.26,149.34,254.08,253.5,149.59,150.58,252.9,187.88,90.76,148.96,142.69,133.27,270.37,169.76,101.14,142.5,97.7,274.5,251.14,306.55,485.24,484.84,263.23,147.85,307.11,128.54,135.05,71.19,214.05,200.58,218.99,219.27,322.08,0.0,268.08,502.47,255.05,232.0,30.07,222.16,135.13,191.55,183.82,188.83,123.67,96.22,306.86,153.79,47.64,182.31,213.77,140.99,65.28,308.01,118.76,300.55,268.28,127.26,150.08,303.24,246.53,85.06,279.0,518.26,239.78,482.6,291.15,289.08,484.34,332.38,96.09,254.97,218.71,154.44,257.57,261.72,162.11,243.6,211.22,120.98,229.54,237.32,230.83,95.85,214.15,276.11,291.5,224.81,308.31,308.0,232.99,139.45,150.03,253.01,171.37,279.86,258.99,151.44,132.56,22.16,261.66,185.41,112.24,174.5,262.32,262.44,229.41,218.16,321.7,321.33,88.1,307.55,72.45,148.73,320.81,151.27,256.23,163.05,216.47,111.84,126.57,99.14,122.65,370.16,262.43,39.66,313.57
Kaudulla National Park,183.65,89.92,203.8,147.37,39.93,183.27,246.65,122.53,255.84,243.77,136.51,210.17,261.14,188.62,217.9,253.1,242.5,285.9,129.35,332.04,204.59,206.56,88.39,53.12,211.58,199.5,186.43,246.79,204.28,345.26,181.95,307.58,217.75,293.03,208.82,135.44,84.81,193.89,38.89,307.58,206.41,207.72,307.83,194.99,205.8,218.39,366.53,196.07,202.34,315.3,179.57,296.78,356.61,222.38,359.44,25.53,206.6,87.45,266.14,265.74,203.75,306.09,88.01,328.43,318.61,387.99,237.22,260.31,123.0,122.72,80.54,268.13,0.0,283.37,193.69,38.64,291.37,143.69,317.16,269.83,290.4,191.41,224.76,207.92,87.76,196.15,270.56,285.68,109.62,233.23,223.37,81.03,336.39,81.45,33.9,331.08,199.92,84.14,215.09,363.19,182.8,299.16,76.13,263.5,187.67,185.59,265.24,91.96,207.78,205.32,110.48,196.67,204.26,39.58,204.33,129.56,99.89,338.61,39.15,55.04,39.55,207.55,240.53,101.13,47.78,126.85,89.21,88.9,46.78,317.18,308.27,206.04,295.23,97.9,40.37,194.69,275.22,279.06,62.74,208.1,224.7,192.04,202.85,202.96,40.27,122.3,83.56,83.19,375.63,88.45,311.09,306.97,82.68,193.78,205.52,313.34,59.78,341.96,326.46,358.37,340.28,151.06,202.95,296.56,104.84
