place_name,Beach_mentions,Sandy beach_mentions,Rocky beach_mentions,Sea_mentions,Waves_mentions,Lagoon_mentions,Lake_mentions,River_mentions,Waterfall_mentions,Coral reef_mentions,Mountain_mentions,Rock formation_mentions,Cave_mentions,Forest_mentions,Tea plantation_mentions,Viewpoint_mentions,Scenic view_mentions,Sunset view_mentions,Sunrise view_mentions,Wildlife_mentions,Elephants_mentions,Turtles_mentions,Whales_mentions,Dolphins_mentions,Birds_mentions,Leopards_mentions,Temple_mentions,Stupa_mentions,Buddha statue_mentions,Murals_mentions,Paintings_mentions,Sculptures_mentions,Cave temple_mentions,Ancient ruins_mentions,Fortress_mentions,Fort_mentions,Colonial architecture_mentions,Museum_mentions,Lighthouse_mentions,Church_mentions,Mosque_mentions,Hindu shrine_mentions,Heritage site_mentions,Entrance fee_mentions,Ticket price_mentions,Parking_mentions,Toilets_mentions,Changing rooms_mentions,Restaurants_mentions,Cafes_mentions,Shops_mentions,Market_mentions,Souvenir stalls_mentions,Accommodation_mentions,Guided tours_mentions,Local guide_mentions,Signage_mentions,Information boards_mentions,Road access_mentions,Public transport access_mentions,Stairs_mentions,Trail_mentions,Bridge_mentions,Boat service_mentions,Crowdedness_mentions,Cleanliness_mentions,Safety_mentions,Accessibility_mentions,Family friendliness_mentions,Peacefulness_mentions,Noise level_mentions,Service quality_mentions,Value for money_mentions,Food quality_mentions,Water clarity_mentions,Water depth_mentions,Strong current_mentions,Leeches_mentions,Weather condition_mentions,Beach_sentiment_score,Sandy beach_sentiment_score,Rocky beach_sentiment_score,Sea_sentiment_score,Waves_sentiment_score,Lagoon_sentiment_score,Lake_sentiment_score,River_sentiment_score,Waterfall_sentiment_score,Coral reef_sentiment_score,Mountain_sentiment_score,Rock formation_sentiment_score,Cave_sentiment_score,Forest_sentiment_score,Tea plantation_sentiment_score,Viewpoint_sentiment_score,Scenic view_sentiment_score,Sunset view_sentiment_score,Sunrise view_sentiment_score,Wildlife_sentiment_score,Elephants_sentiment_score,Turtles_sentiment_score,Whales_sentiment_score,Dolphins_sentiment_score,Birds_sentiment_score,Leopards_sentiment_score,Temple_sentiment_score,Stupa_sentiment_score,Buddha statue_sentiment_score,Murals_sentiment_score,Paintings_sentiment_score,Sculptures_sentiment_score,Cave temple_sentiment_score,Ancient ruins_sentiment_score,Fortress_sentiment_score,Fort_sentiment_score,Colonial architecture_sentiment_score,Museum_sentiment_score,Lighthouse_sentiment_score,Church_sentiment_score,Mosque_sentiment_score,Hindu shrine_sentiment_score,Heritage site_sentiment_score,Entrance fee_sentiment_score,Ticket price_sentiment_score,Parking_sentiment_score,Toilets_sentiment_score,Changing rooms_sentiment_score,Restaurants_sentiment_score,Cafes_sentiment_score,Shops_sentiment_score,Market_sentiment_score,Souvenir stalls_sentiment_score,Accommodation_sentiment_score,Guided tours_sentiment_score,Local guide_sentiment_score,Signage_sentiment_score,Information boards_sentiment_score,Road access_sentiment_score,Public transport access_sentiment_score,Stairs_sentiment_score,Trail_sentiment_score,Bridge_sentiment_score,Boat service_sentiment_score,Crowdedness_sentiment_score,Cleanliness_sentiment_score,Safety_sentiment_score,Accessibility_sentiment_score,Family friendliness_sentiment_score,Peacefulness_sentiment_score,Noise level_sentiment_score,Service quality_sentiment_score,Value for money_sentiment_score,Food quality_sentiment_score,Water clarity_sentiment_score,Water depth_sentiment_score,Strong current_sentiment_score,Leeches_sentiment_score,Weather condition_sentiment_score
Pidurutalagala,0,0,0,5,0,0,2,0,0,0,57,2,0,4,1,3,49,0,0,5,0,0,0,0,1,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,10,5,4,0,1,4,7,0,1,1,1,2,2,0,14,2,1,2,0,0,1,1,7,2,3,2,0,2,8,5,0,0,0,0,15,,,,0.4,,,0.0,,,,0.4035,0.0,,0.5,1.0,0.6667,0.7143,,,0.0,,,,,0.0,0.125,-0.25,,,,,0.0,,,,,,,,,,1.0,,0.0,0.3,0.0,-0.25,,0.0,0.0,-0.1429,,0.0,0.0,0.0,-0.5,0.5,,0.2857,0.5,0.0,0.5,,,-1.0,1.0,-0.1429,1.0,0.6667,1.0,,1.0,1.0,0.2,,,,,-0.3333
Pinnawala Elephant Orphanage,2,3,0,2,0,0,7,252,2,0,3,13,0,10,0,1,24,0,0,204,581,0,1,0,1,1,4,0,0,0,2,1,0,1,0,1,0,6,0,0,0,0,0,46,130,3,6,0,25,5,46,1,30,38,9,46,17,7,57,7,8,6,0,1,22,21,45,6,87,10,2,49,92,37,0,5,3,0,13,0.5,0.6667,,0.0,,,-0.1429,0.3056,0.0,,0.6667,0.2308,,0.2,,0.0,0.2917,,,0.299,0.3769,,-1.0,,1.0,0.0,0.25,,,,0.5,1.0,,1.0,,0.0,,0.3333,,,,,,0.1304,-0.0846,0.3333,0.5,,0.32,0.0,0.3043,0.0,0.1,0.1842,0.4444,0.1522,-0.0588,0.0,0.1579,0.4286,0.125,-0.1667,,0.0,-0.5,0.5238,0.2667,0.3333,0.3563,1.0,-1.0,0.2041,0.2174,0.2703,,0.2,0.0,,-0.7692
Pitawala Pathana,0,0,0,0,0,0,3,0,5,0,18,9,0,8,1,8,32,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,2,0,2,1,3,0,0,0,0,0,1,0,10,1,0,7,0,0,1,3,2,2,7,3,0,1,0,3,0,3,0,3,15,,,,,,,0.3333,,0.0,,0.4444,0.3333,,0.5,1.0,0.5,0.6875,1.0,1.0,0.3333,,,,,0.3333,,,,,,,,,,,,,,,,,,-1.0,0.0,0.1667,0.0,0.0,,0.5,0.0,0.3333,,,,,,0.0,,0.3,0.0,,0.5714,,,-1.0,-1.0,0.5,1.0,0.4286,1.0,,-1.0,,0.0,,0.3333,,-1.0,-0.4667
Polhena Beach,181,22,0,72,30,3,0,6,0,48,1,11,0,0,0,1,8,3,2,11,0,71,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,10,1,3,20,3,11,1,3,28,1,15,4,0,9,18,3,1,0,3,60,42,44,2,39,45,4,2,12,16,6,36,20,0,9,0.5414,0.3636,,0.4306,0.5,1.0,,-0.1667,,0.4583,1.0,0.3636,,,,0.0,0.75,0.6667,0.0,0.5455,,0.4507,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.4167,-0.1,0.0,0.0,0.2,0.6667,0.1818,1.0,0.0,0.4643,0.0,0.3333,0.0,,0.0,0.2222,-0.6667,0.0,,0.3333,-0.8,0.4048,0.6364,1.0,0.5128,0.9556,-1.0,1.0,0.5,0.625,0.3333,0.4167,0.4,,-0.3333
Polonnaruwa Vatadage,0,4,0,0,0,0,2,0,0,0,0,3,0,2,0,0,5,0,0,1,2,0,0,0,0,0,32,17,60,0,2,57,0,62,1,0,0,22,0,0,0,9,22,4,11,0,1,0,0,0,1,0,3,0,3,28,1,0,6,4,12,3,0,0,5,1,7,2,4,3,0,1,7,0,0,0,1,0,33,,-1.0,,,,,0.0,,,,,0.0,,1.0,,,0.6,,,1.0,0.5,,,,,,0.4688,0.3529,0.3,,1.0,0.5439,,0.5968,1.0,,,0.2273,,,,0.2222,0.4545,0.25,0.2727,,1.0,,,,1.0,,-0.3333,,0.3333,0.4643,1.0,,0.0,0.0,0.3333,0.0,,,-1.0,1.0,0.4286,1.0,-0.25,1.0,,1.0,0.4286,,,,1.0,,-0.9091
Popham's Arboretum,0,1,0,0,0,0,3,2,1,0,1,3,6,44,0,0,4,3,0,64,0,1,0,0,44,0,6,0,0,0,1,0,2,1,1,0,1,1,0,0,0,0,2,6,24,0,1,0,0,0,0,0,0,8,8,64,9,0,2,6,1,31,0,0,3,4,0,0,9,17,2,18,15,3,0,0,3,0,7,,1.0,,,,,0.3333,-0.5,0.0,,1.0,0.6667,0.3333,0.5455,,,0.75,0.0,,0.5156,,0.0,,,0.4773,,0.8333,,,,1.0,,0.5,0.0,1.0,,1.0,0.0,,,,,0.5,0.1667,0.125,,0.0,,,,,,,0.375,0.375,0.4062,0.2222,,0.0,0.1667,1.0,0.4839,,,-1.0,1.0,,,0.6667,1.0,-1.0,0.8333,-0.0667,0.6667,,,1.0,,-0.2857
Rankoth Vehera,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,5,0,0,3,0,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,3,4,0,1,1,0,1,0,2,3,0,0,0,1,0,0,1,0,7,,-0.2,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.3333,0.3095,0.4,,,0.0,,0.0769,,,,,,,,1.0,1.0,,0.0,,,,,,1.0,,,,,0.0,,,1.0,,0.0,-0.5,,0.0,1.0,,-1.0,,0.0,1.0,,,,1.0,,,0.0,,0.0
Ravana Ella Falls,5,0,0,0,1,0,1,5,389,0,30,71,13,1,2,11,109,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,8,40,24,4,0,8,2,13,0,52,11,1,8,10,0,175,75,8,9,14,0,98,16,44,25,20,12,2,3,18,29,5,3,1,1,44,0.4,,,,0.0,,0.0,0.4,0.5553,,0.5,0.0563,0.0769,1.0,1.0,0.1818,0.5596,,,0.0,,,,,,,0.0,,,,,0.0,,1.0,,,,,,,,0.0,1.0,-0.125,0.225,0.2083,0.5,,0.75,1.0,0.2308,,0.25,0.2727,0.0,0.25,-0.3,,0.4057,0.12,-0.5,0.5556,0.0714,,-0.9694,-0.125,-0.2955,0.84,0.35,1.0,-1.0,0.6667,0.7778,0.4483,0.6,0.6667,-1.0,0.0,-0.8636
Richmond Castle,7,0,0,0,0,0,0,10,2,0,2,0,0,1,1,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,4,9,0,3,0,0,21,4,0,0,0,0,3,28,35,3,3,0,1,0,0,0,0,11,15,57,3,0,7,23,4,0,0,1,4,6,1,2,42,9,0,16,10,0,0,0,2,0,6,0.2857,,,,,,,0.5,0.0,,0.5,,,0.0,0.0,,0.75,,,,,,,,1.0,,0.3333,,,,-0.25,0.6667,,0.6667,,,0.4286,0.25,,,,,0.6667,0.2857,0.3429,0.3333,0.6667,,1.0,,,,,0.0,0.6667,0.5965,-0.3333,,0.2857,0.3478,0.75,,,0.0,-0.5,1.0,-1.0,1.0,0.4048,1.0,,0.5,0.4,,,,0.5,,-0.5
Ridee Viharaya (silver Temple),0,0,0,0,0,0,1,0,0,0,9,12,13,5,0,3,25,2,1,0,1,0,0,0,0,0,60,4,11,6,5,14,4,2,0,0,0,0,0,0,0,4,2,1,0,1,1,0,1,0,0,0,0,9,0,8,0,0,2,0,1,4,0,0,3,6,0,3,2,18,0,8,11,12,0,1,0,0,3,,,,,,,0.0,,,,0.8889,0.3333,0.5385,0.6,,0.6667,0.84,0.5,0.0,,0.0,,,,,,0.6167,0.5,0.1818,0.5,0.6,0.3571,0.75,0.5,,,,,,,,0.0,0.5,0.0,,0.0,0.0,,1.0,,,,,0.7778,,0.375,,,0.5,,0.0,0.5,,,-0.6667,1.0,,1.0,0.5,1.0,,0.75,0.8182,0.8333,,0.0,,,-0.3333
Ritigala Forest Monastery,0,1,0,3,0,0,11,3,8,0,38,19,4,130,0,4,21,1,0,18,12,1,0,0,14,1,15,2,4,0,0,7,1,106,1,3,0,1,0,0,0,0,5,30,47,5,13,0,1,0,1,0,0,6,3,76,8,2,38,32,23,69,5,0,15,5,7,3,17,55,3,13,27,7,0,4,3,2,20,,0.0,,0.0,,,0.2727,0.6667,0.5,,0.2632,0.3684,0.5,0.5462,,0.75,0.6667,1.0,,0.3333,0.1667,0.0,,,0.3571,0.0,0.2,0.0,0.25,,,0.1429,0.0,0.5566,1.0,0.3333,,0.0,,,,,0.4,0.2667,0.1489,0.4,0.2308,,0.0,,0.0,,,0.0,0.0,0.4605,0.25,1.0,0.1053,0.1875,0.1739,0.3768,0.4,,-0.5333,-0.2,-0.5714,1.0,0.4118,1.0,-1.0,0.6923,0.6296,0.2857,,0.75,0.6667,-1.0,-0.75
Royal Botanical Gardens,0,0,0,2,0,0,11,49,0,0,3,2,0,5,0,0,32,2,0,17,3,0,0,0,37,0,14,0,0,0,0,2,0,2,0,0,2,5,0,0,0,0,5,52,96,4,24,0,30,44,28,1,8,3,8,47,19,5,9,30,0,22,78,0,47,97,5,1,57,111,21,18,42,27,0,1,1,0,72,,,,0.0,,,0.5455,0.3878,,,0.3333,0.5,,0.8,,,0.8125,-0.5,,0.5294,-0.3333,,,,0.4054,,0.5,,,,,0.0,,0.5,,,0.5,0.4,,,,,0.4,0.3846,0.3542,0.25,0.5417,,0.4667,0.4545,0.5714,0.0,0.375,0.0,0.5,0.4468,0.3158,0.2,0.0,0.3333,,0.2273,0.4231,,-0.766,0.8557,0.0,1.0,0.4211,0.9279,-1.0,0.3889,0.0,0.4815,,0.0,1.0,,-0.6389
Ruwanweli Maha Seya,0,6,0,1,0,0,6,1,1,0,4,5,1,0,0,0,15,21,5,1,26,0,0,0,0,0,84,282,72,0,11,24,0,33,0,0,0,7,0,1,0,15,17,11,39,12,2,0,0,0,8,1,4,4,3,33,6,3,3,17,5,8,0,0,55,16,2,1,6,72,4,4,28,2,0,8,5,0,95,,-0.3333,,0.0,,,-0.3333,0.0,0.0,,-0.75,-0.2,0.0,,,,0.6,0.619,0.8,0.0,0.2692,,,,,,0.3452,0.3794,0.1944,,0.2727,0.3333,,0.2424,,,,-0.1429,,0.0,,0.2667,0.1765,-0.1818,0.1026,0.0,0.5,,,,0.125,0.0,0.0,0.0,0.6667,0.3939,0.0,0.0,-0.3333,0.2353,0.0,-0.5,,,-0.7455,0.625,0.0,1.0,0.5,1.0,-1.0,0.25,0.0714,0.5,,0.625,-0.2,,-0.9368
Samadhi Statue,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,0,1,0,0,0,1,0,6,10,60,0,0,80,0,6,0,0,0,0,0,0,0,1,4,3,2,1,0,0,0,0,2,2,3,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,1,28,0,1,3,1,0,4,0,0,4,,,,,,,,,,,,0.3333,,0.0,,,0.25,,,,0.0,,,,1.0,,0.6667,0.5,0.4333,,,0.5125,,0.5,,,,,,,,0.0,0.25,0.3333,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,-1.0,0.3333,,,0.0,1.0,,0.0,-0.3333,0.0,,-0.25,,,-1.0
Samudra Parakrama,0,0,0,10,0,0,23,2,0,0,0,1,0,0,0,0,10,7,1,2,3,0,0,0,2,0,2,0,0,0,1,2,1,3,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0,0,3,0,1,0,0,1,8,0,0,0,0,0,3,0,0,3,,,,0.0,,,0.4783,0.0,,,,1.0,,,,,0.8,1.0,1.0,0.5,0.3333,,,,0.5,,0.5,,,,1.0,0.5,1.0,0.3333,,,0.0,0.0,,,,,1.0,,0.0,,,,,,,,,0.25,0.0,1.0,,,0.3333,,,,,1.0,,1.0,,,1.0,1.0,,,,,,0.0,,,-1.0
Sea Turtle Conservation Project (Koggala),23,4,0,77,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,48,1,174,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0,0,1,0,0,7,5,62,3,0,5,5,2,0,0,14,2,16,9,7,16,0,1,24,15,2,0,0,1,0,2,0.3913,0.0,,0.3247,1.0,,-0.0909,0.0,,,,,,,,,,1.0,,0.375,0.0,0.3966,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.2941,0.2558,,,,,,0.0,,,0.0,0.4,0.371,0.0,,0.2,0.0,0.5,,,0.1429,-1.0,-1.0,0.5556,0.2857,0.4375,,-1.0,0.4583,-0.2,0.0,,,0.0,,-0.5
Sea Turtle Farm Galle Mahamodara,51,4,0,224,1,0,6,0,0,0,0,1,0,0,0,0,16,6,0,113,0,428,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,2,35,48,0,0,0,4,1,2,1,2,4,2,31,0,0,3,10,5,0,0,8,1,55,17,2,69,10,1,111,18,9,1,2,0,0,6,0.4706,0.25,,0.5179,0.0,,0.1667,,,,,0.0,,,,,0.5,0.6667,,0.6372,,0.6589,,,,,,1.0,,,,,,1.0,,0.6923,,,,,,,0.5,0.2286,0.2708,,,,0.75,0.0,0.5,0.0,0.0,-0.25,0.5,0.5806,,,0.3333,0.2,0.6,,,0.125,-1.0,0.6364,0.5882,0.5,0.5797,1.0,-1.0,0.7027,0.2222,0.3333,1.0,0.5,,,-0.3333
Seema Malakaya Temple,3,0,0,0,0,0,192,3,0,0,0,0,0,2,0,0,63,9,0,2,5,2,0,0,7,0,267,8,70,0,0,50,0,0,0,1,1,6,0,0,1,12,1,53,71,0,1,0,0,1,3,2,2,8,0,4,2,0,19,6,4,2,24,1,20,16,3,0,6,124,6,4,20,4,0,0,0,0,20,0.6667,,,,,,0.5417,0.6667,,,,,,1.0,,,0.6825,0.6667,,0.5,0.4,1.0,,,0.2857,,0.5468,0.375,0.4714,,,0.56,,,,0.0,0.0,0.3333,,,1.0,0.3333,1.0,0.1509,0.0845,,0.0,,,1.0,0.6667,0.0,0.0,0.0,,0.25,0.5,,0.4211,0.5,0.5,1.0,0.2917,0.0,-0.1,0.875,0.3333,,0.5,0.9677,-1.0,-1.0,0.6,0.0,,,,,-0.65
Seenigama Muhudu Viharaya,16,1,0,21,2,0,0,0,0,2,0,3,0,0,0,0,9,1,0,0,2,2,0,0,0,0,37,0,2,0,0,1,0,0,0,0,0,3,0,1,0,5,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,8,1,1,1,0,20,2,1,1,1,2,9,0,1,0,0,0,3,4,0,4,0.3125,1.0,,0.1429,-1.0,,,,,0.0,,0.0,,,,,0.6667,1.0,,,0.0,0.5,,,,,0.3514,,0.0,,,0.0,,,,,,0.0,,1.0,,0.4,,,0.25,0.0,,,,,,0.0,,0.5,,,,,0.125,0.0,0.0,0.0,,0.35,-1.0,1.0,-1.0,1.0,-0.5,1.0,,1.0,,,,0.0,-0.25,,-1.0
Seruwila Mangala Raja Maha Vihara,1,0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,4,0,0,0,0,0,24,15,15,0,0,2,0,3,0,1,1,1,0,0,0,6,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,9,2,0,0,0,1,1,1,2,0,0,6,0,0,1,0,0,0,0,0,3,0.0,,,0.0,,,,-1.0,,,,,1.0,0.2,,,0.0,,,,-0.25,,,,,,0.1667,0.0667,0.1333,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.1667,0.3333,,1.0,1.0,,,0.0,,,,,,,0.0,,,0.2222,0.0,,,,0.0,-1.0,1.0,-0.5,,,1.0,,,1.0,,,,,,-1.0
Sigiriya Lion Rock,1,1,0,3,0,0,4,0,1,0,30,261,33,22,0,7,306,18,52,4,7,0,0,0,1,0,11,1,4,76,54,6,7,74,94,9,0,36,0,0,0,0,60,34,110,12,12,0,2,1,6,1,12,15,18,127,11,2,11,9,209,21,1,0,92,14,31,5,37,24,2,19,55,14,0,4,0,0,79,1.0,-1.0,,-0.3333,,,0.25,,0.0,,0.1,0.3333,0.1515,0.4091,,0.5714,0.7418,0.5556,0.3269,0.0,0.1429,,,,-1.0,,0.5455,1.0,0.25,0.5526,0.3889,0.1667,0.2857,0.4865,0.5,0.2222,,0.2778,,,,,0.3167,-0.1176,0.0364,0.25,0.25,,0.5,0.0,-0.1667,-1.0,0.0833,0.2,0.2222,0.2992,0.2727,0.5,0.3636,0.0,0.1722,0.3333,0.0,,-0.8261,0.5714,0.0645,1.0,0.1622,0.9167,-1.0,0.4211,-0.7091,0.2143,,0.0,,,-0.7722
Single Tree Hill,0,0,0,1,0,0,20,0,0,0,39,0,0,4,24,7,51,2,1,0,1,0,0,0,1,0,32,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,5,0,3,3,0,21,7,3,19,0,0,0,1,2,3,6,6,0,1,2,3,0,0,0,0,6,,,,0.0,,,0.7,,,,0.4615,,,0.0,0.5417,0.1429,0.8039,1.0,0.0,,1.0,,,,0.0,,0.4375,,0.0,,,1.0,,,,,,,,,,0.5,,,,0.0,,,0.0,,,,,-0.2,,0.3333,0.0,,0.4762,0.4286,-0.3333,0.2632,,,,-1.0,0.0,1.0,0.3333,1.0,,1.0,1.0,0.6667,,,,,-0.3333
Sinharaja Forest Reserve,8,0,0,5,0,0,2,29,127,0,21,14,1,343,4,2,45,3,0,169,10,0,0,0,191,10,2,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,44,28,59,6,9,0,7,3,11,1,3,55,26,259,5,0,40,35,9,113,10,1,15,17,17,14,29,21,8,25,23,23,4,6,2,136,158,0.375,,,0.4,,,1.0,0.1724,0.4488,,0.0,-0.0714,0.0,0.516,0.25,0.5,0.5111,1.0,,0.3964,0.2,,,,0.3822,0.2,0.5,1.0,,,,,,,,1.0,0.0,0.0,,,,,0.2273,0.2857,0.1356,0.6667,-0.1111,,0.7143,0.0,-0.0909,0.0,0.3333,0.3818,0.6154,0.4402,-0.2,,0.1,0.1714,-0.2222,0.2655,0.1,-1.0,-0.7333,0.4118,-0.3529,0.8571,0.1724,1.0,-1.0,0.84,-0.0435,0.5652,1.0,0.1667,-0.5,-0.6912,-0.9304
Sithulpawwa Rock Temple,0,0,0,1,0,0,2,0,0,0,17,33,14,21,0,0,38,2,1,30,21,0,0,0,10,6,71,12,8,2,6,7,14,12,0,0,0,1,0,0,0,2,2,1,2,6,2,0,0,0,2,0,1,3,1,7,1,0,29,4,9,4,0,0,4,6,1,1,2,19,1,0,2,5,0,3,1,0,13,,,,0.0,,,0.0,,,,0.5294,0.3636,0.2857,0.2381,,,0.6842,0.0,0.0,0.2,0.1905,,,,0.0,0.3333,0.507,0.1667,0.125,0.0,0.1667,0.1429,0.4286,0.0833,,,,0.0,,,,0.0,0.0,1.0,-0.5,0.0,0.5,,,,0.0,,1.0,0.3333,1.0,0.5714,1.0,,0.069,-0.5,0.1111,-0.25,,,-1.0,0.3333,0.0,1.0,0.0,1.0,-1.0,,1.0,0.4,,0.0,0.0,,-0.6923
Somawathiya Chaitya,0,1,0,0,0,0,0,7,0,0,0,2,1,19,0,0,5,1,0,6,26,0,0,0,3,0,35,32,35,0,0,1,1,3,0,0,0,2,0,0,0,3,4,0,3,2,0,0,0,0,1,0,1,1,0,3,0,0,24,0,0,1,0,1,3,0,4,2,7,9,0,0,1,2,0,4,0,0,13,,-1.0,,,,,,0.1429,,,,-0.5,0.0,0.3158,,,0.6,1.0,,0.1667,0.1154,,,,0.0,,0.2286,0.2188,0.2286,,,0.0,0.0,0.0,,,,0.5,,,,0.6667,0.25,,-0.3333,0.0,,,,,0.0,,0.0,1.0,,0.3333,,,0.1667,,,0.0,,0.0,0.0,,-0.75,1.0,0.0,1.0,,,-1.0,0.5,,0.5,,,-0.9231
Sri Pada / Adam's Peak,3,0,0,3,2,0,5,17,29,0,301,27,0,17,3,4,246,24,320,11,2,0,0,0,4,0,93,3,52,0,1,0,0,3,0,0,1,1,0,1,0,17,5,7,39,2,45,0,7,9,103,5,48,74,1,36,13,0,28,31,240,117,2,1,149,53,23,2,48,23,2,14,32,65,1,11,5,9,136,0.3333,,,0.3333,0.5,,0.2,0.1765,0.5517,,0.2757,-0.2593,,-0.1176,0.6667,0.75,0.7073,0.375,0.2812,0.0,0.5,,,,0.25,,-0.0108,0.0,0.0577,,1.0,,,-0.3333,,,1.0,0.0,,1.0,,0.1176,-0.2,0.4286,0.2051,0.5,0.0444,,0.1429,0.1111,0.0874,0.4,0.0833,0.1622,0.0,0.0833,0.0,,0.0357,0.1935,-0.0417,0.1111,0.0,1.0,-0.7987,-0.5472,-0.2609,-1.0,0.1458,1.0,-1.0,0.6429,0.3125,0.0923,1.0,0.4545,-1.0,-0.6667,-0.625
St Benedict's Monastery - Adisham,0,0,0,1,0,0,0,0,2,0,22,6,0,13,6,2,69,1,1,2,0,0,0,0,13,0,1,0,0,0,6,0,0,2,0,0,15,10,0,15,0,0,2,21,33,4,7,0,3,2,41,0,7,8,1,6,1,1,34,19,0,3,1,0,13,31,3,3,14,20,0,7,5,14,0,0,0,0,19,,,,0.0,,,,,0.0,,0.2273,0.0,,0.3846,0.3333,0.5,0.6957,0.0,0.0,0.5,,,,,0.3846,,-1.0,,,,0.3333,,,0.0,,,0.3333,0.5,,0.1333,,,0.0,0.1905,0.2727,0.25,0.1429,,0.0,0.0,0.3659,,0.4286,0.25,1.0,0.5,0.0,0.0,0.2059,0.2632,,0.6667,1.0,,-0.8462,0.9355,-0.3333,0.3333,0.3571,1.0,,0.2857,1.0,0.8571,,,,,0.2105
St Clair's Falls,0,0,0,1,0,0,3,11,192,0,19,3,0,2,26,36,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,1,8,1,0,15,0,7,0,5,4,0,2,0,0,82,5,15,6,0,0,3,2,2,5,4,4,0,0,6,6,1,0,1,1,39,,,,0.0,,,0.6667,0.3636,0.5885,,0.6316,0.0,,0.5,0.7308,0.3889,0.7481,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,0.4286,,,,,,0.0,1.0,0.75,0.0,,0.3333,,0.2857,,0.4,0.5,,0.0,,,0.5244,0.6,0.2667,0.1667,,,-0.6667,1.0,0.0,0.8,0.0,1.0,,,0.0,0.6667,1.0,,0.0,-1.0,-0.7436
St Lucia's Cathedral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,38,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,6,1,3,3,10,0,6,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,0.6667,,,,,1.0,,,0.4474,,0.0,,,,0.6667,,,,,,,,,,,,,-1.0,1.0,1.0,,,,-1.0,1.0,0.0,1.0,1.0,1.0,,0.5,,,,0.0,,,
St. Mary's Church,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,9,59,25,0,1,0,1,6,0,0,234,2,6,5,5,3,7,0,0,0,0,8,7,1,6,2,4,4,0,7,10,0,0,0,0,13,15,3,2,8,49,1,9,6,1,0,0,0,0,2,0.1429,,,1.0,,1.0,,,,,,,,,,,0.3,,,,,,,,,,0.5,,,0.7778,0.7627,0.76,,0.0,,1.0,0.0,,,0.6496,0.0,0.6667,0.2,0.2,0.3333,0.1429,,,,,0.375,0.7143,0.0,0.5,0.0,0.25,0.25,,-0.1429,0.4,,,,,-0.5385,0.4667,0.6667,1.0,0.625,1.0,-1.0,0.6667,0.6667,0.0,,,,,-0.5
Statue of Parakramabahu I,0,0,0,5,0,0,25,0,0,0,0,13,0,2,0,0,3,1,1,0,3,0,0,0,0,0,3,1,8,0,0,76,0,14,0,0,0,5,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,1,1,11,0,0,2,0,0,0,0,0,2,1,2,1,1,1,0,0,2,2,0,0,0,0,3,,,,0.2,,,0.4,,,,,0.3846,,1.0,,,1.0,1.0,1.0,,0.6667,,,,,,0.6667,1.0,0.5,,,0.5,,0.4286,,,,0.2,,,,,0.75,,0.0,1.0,,,,,,,,0.0,0.0,0.2727,,,0.0,,,,,,-1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,,0.0
