place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Angurukaramulla Temple,Crowdedness,2,5,0,7,negative,0.829,"Very large temple located near by negombo beach raod, its really peaceful and the quite place, it will be busy on full moon day because there are many buddiest people coming there for prayer ,",490,0.014285714285714285,122,0.3019244291673241,0.004313206130961773,0.0035756478825673095
Arugam Bay,Beach,152,19,63,234,positive,0.804,"It is a working fishing beach which sounds quite cool but the reality is working beaches are not clean and fishermen are not wealthy so there is never any sensation of being in a desert island paradise,",1030,0.22718446601941747,64,0.9470623905409088,0.21515786348210936,0.17298692223961593
Arugam Bay,Restaurants,43,12,33,88,positive,0.796,"It is a bit more expensive than other hotels ($42 night for my room) but it is spotlessly clean, has AC, and the staff is very helpful.The Thai restaurant in town is great and so was the Green Room for Sri Lankan curries.Take a tuk-tuk out of town to surf some less crowded waves or get up very early.",1030,0.0854368932038835,49,1.214125175789954,0.10373108298011258,0.08256994205216961
Arugam Bay,Sandy beach,18,2,10,30,positive,0.759,"Great beach for surfing with a giant sand bar separating the surfing beach and mainland, giving a great swimming area for children inbetween.",1030,0.02912621359223301,15,2.3978952727983707,0.0698416098873312,0.053009781904484375
Arugam Bay,Accommodation,42,9,36,87,positive,0.789,nice.Beautiful drive from colombo and many road work is going on.Still the town is very slow in the night and not many people around.Hotel Tri Start was a bad experiance and the food was so bad we couldnt even eat.Prices also high they charge 5000 half board for rice & curry.Pool was green in colour.Place must see but choose,1030,0.08446601941747572,90,0.6061358035703155,0.05119787855399752,0.04039512617910404
Arugam Bay,Boat service,9,0,9,18,positive,0.77,"The bay itself is beautiful, especially at sunset (and doubly so at the onset of a warm storm) and sunrise when all the fishing boats come in.",1030,0.017475728155339806,9,2.908720896564361,0.05083201566811505,0.03914065206444859
Arugam Bay,Lagoon,9,1,5,15,positive,0.796,"It went on for quite awhile, and people with young children were unable to leave the beach without passing through what was happening (we were able to swim away with our children across the lagoon).",1030,0.014563106796116505,11,2.70805020110221,0.03943762428789627,0.03139234893316543
Arugam Bay,Elephants,9,2,14,25,neutral,0.776,"There is also another cool surf spot in okanda which is in the national park and if you get some people together, you can get a jeep to take u there (watch out for elephants on the beach) I would highly recommend this place, i absolutely loved it.",1030,0.024271844660194174,33,1.6094379124341003,0.03906402700082768,0.03031368495264228
Arugam Bay,Sunrise view,10,1,6,17,positive,0.835,"We missed the sunrise due to the clouds but everyone had an early morning beach stroll while the fishermen were busy at sea getting their daily catch to the shore.However, I want to warn the local (sri lankan) ladies that might get tempted visiting shops in here where they seem to encourage only the foriegners.",1030,0.01650485436893204,21,2.0614230361771577,0.03402348700486571,0.028409611649062867
Arugam Bay,Public transport access,20,5,27,52,neutral,0.797,"It is a bit more expensive than other hotels ($42 night for my room) but it is spotlessly clean, has AC, and the staff is very helpful.The Thai restaurant in town is great and so was the Green Room for Sri Lankan curries.Take a tuk-tuk out of town to surf some less crowded waves or get up very early.",1030,0.05048543689320388,90,0.6061358035703155,0.030601030859860587,0.02438902159530889
Arugam Bay,Ticket price,22,11,20,53,positive,0.795,very slow in the night and not many people around.Hotel Tri Start was a bad experiance and the food was so bad we couldnt even eat.Prices also high they charge 5000 half board for rice & curry.Pool was green in colour.Place must see but choose the right hotel,1030,0.05145631067961165,94,0.5626506916305767,0.028951928792641322,0.023016783390149852
Arugam Bay,Service quality,33,4,6,43,positive,0.805,"It is a bit more expensive than other hotels ($42 night for my room) but it is spotlessly clean, has AC, and the staff is very helpful.The Thai restaurant in town is great and so was the Green Room for Sri Lankan curries.Take a tuk-tuk out of town to surf some less crowded waves or get up very early.",1030,0.04174757281553398,88,0.6286086594223741,0.026242885781710763,0.021125523054277166
Arugam Bay,Cafes,5,0,5,10,positive,0.762,Good WiFi is hard to come across in the area I found the restaurants with the best WiFi were Geckos and Break Away cafe.,1030,0.009708737864077669,15,2.3978952727983707,0.023280536629110393,0.01773976891138212
Arugam Bay,Value for money,25,28,0,53,negative,0.863,"It is a bit more expensive than other hotels ($42 night for my room) but it is spotlessly clean, has AC, and the staff is very helpful.The Thai restaurant in town is great and so was the Green Room for Sri Lankan curries.Take a tuk-tuk out of town to surf some less crowded waves or get up very early.",1030,0.05145631067961165,112,0.38744660260548613,0.019936572755427928,0.0172052622879343
Arugam Bay,Cleanliness,35,18,0,53,positive,0.878,"It is a working fishing beach which sounds quite cool but the reality is working beaches are not clean and fishermen are not wealthy so there is never any sensation of being in a desert island paradise,",1030,0.05145631067961165,117,0.34377153910282454,0.017689215118883203,0.015531130874379453
Arugam Bay,Safety,17,11,1,29,positive,0.816,Saturday nights are happening..the music and action goes on till sun rise and catch more waves later.Arugam Bay is really safe...this season was a bit disappointing because there were very few tourist.,1030,0.02815533980582524,86,0.651598177647073,0.01834596810850982,0.014970309976544012
Arugam Bay,Sunset view,11,0,2,13,positive,0.855,"The bridge is an excellent vantage point to see the sunset, & at night you can watch prawn fishermen throwing, gathering & emptying their nets.",1030,0.01262135922330097,44,1.3217558399823195,0.01668235526191277,0.014263413748935416
Arugam Bay,Family friendliness,20,0,10,30,positive,0.781,The owner has recently returned from living abroad and is lovingly restoring this old family holiday home and the cabanas in the lovely garden.,1030,0.02912621359223301,89,0.6173091041684409,0.017979876820440027,0.014042283796763661
Arugam Bay,Crowdedness,8,42,3,53,negative,0.841,"It is a bit more expensive than other hotels ($42 night for my room) but it is spotlessly clean, has AC, and the staff is very helpful.The Thai restaurant in town is great and so was the Green Room for Sri Lankan curries.Take a tuk-tuk out of town to surf some less crowded waves or get up very early.",1030,0.05145631067961165,122,0.3019244291673241,0.01553591722899823,0.013065706389587511
Arugam Bay,Market,3,1,2,6,positive,0.793,"family are always happy to serve you the morning tea for free,if you ask them to prepare you the meal you can go with him at the fish market and buy what you want to eat.his wife and him are very good cooker!He also tooked us early in the morning to fish with him and we made a big bbq in the evening with all the guest!we had",1030,0.005825242718446602,16,2.3333567516607996,0.013592369427150289,0.01077874895573018
Arugam Bay,Trail,4,0,6,10,neutral,0.764,"Even though I don't know how to surf, I found this place fasinating because it's got very nice beach and it's such a little village so different from those Singhalese culture dominant towns and sightseeing places on the tourist track.",1030,0.009708737864077669,39,1.4423838277709342,0.014003726483212952,0.010698847033174695
Arugam Bay,Toilets,5,0,4,9,positive,0.796,"Rooms were nice, aircon was good but the bathrooms are a bit rubbish but clean enough.",1030,0.008737864077669903,37,1.4950275612563562,0.013063347622628355,0.01039842470761217
Arugam Bay,Wildlife,6,0,6,12,positive,0.787,Lagoon safari tour was full of interesting wildlife.,1030,0.011650485436893204,54,1.1169614273363062,0.013013142842753083,0.010241343417246676
Arugam Bay,Noise level,0,8,0,8,negative,0.765,"It's a very very very laid-back place, even by Sri Lankan standards, and can be quiet (except for the times when the loud speakers from the mosques calling for prayers) and veyr relaxing.",1030,0.007766990291262136,32,1.640209571100854,0.012739491814375564,0.009745711237997307
Arugam Bay,Strong current,2,3,1,6,negative,0.81,The water was super warm and the tide it's great for Surf lovers .,1030,0.005825242718446602,21,2.0614230361771577,0.012008289531129075,0.009726714520214551
Arugam Bay,Bridge,2,0,4,6,neutral,0.773,"The bridge is an excellent vantage point to see the sunset, & at night you can watch prawn fishermen throwing, gathering & emptying their nets.",1030,0.005825242718446602,20,2.1102132003465894,0.012292504079688871,0.009502105653599498
Arugam Bay,Peacefulness,35,2,0,37,positive,0.805,"It's a very very very laid-back place, even by Sri Lankan standards, and can be quiet (except for the times when the loud speakers from the mosques calling for prayers) and veyr relaxing.",1030,0.035922330097087375,129,0.24613306953890854,0.008841673371786034,0.0071175470642877575
Arugam Bay,Scenic view,18,0,9,27,positive,0.783,We had a spacious cabana just off the beach with beautiful views for just Rs.1000 (£5.65) per night.,1030,0.02621359223300971,128,0.25391520998096345,0.006656029776200013,0.00521167131476461
Arugam Bay,Temple,1,0,5,6,neutral,0.757,"surfing is apparently good although when we were there, several surfers were getting sick due to water quality, there are also various temple ruins nearby, of which the story was interesting.",1030,0.005825242718446602,76,0.7752121336142496,0.004515798836587862,0.0034184597192970117
Bahiravokanda Vihara Buddha Statue,Buddha statue,132,10,112,254,positive,0.803,Couldn't get spare time to visit the place actually but had a nice view of Buddha watching the city from Kandy view point,1630,0.1558282208588957,47,1.255797872190522,0.19568874818183593,0.15713806479001427
Bahiravokanda Vihara Buddha Statue,Sculptures,154,12,86,252,positive,0.796,"Incredible view of Kandy during sunset, very neat statue",1630,0.15460122699386503,55,1.0986122886681098,0.16984680781862802,0.13519805902362791
Bahiravokanda Vihara Buddha Statue,Temple,88,7,66,161,positive,0.791,But we walked all the way up so went in (at night) and to be fair the view of Kandy where good but the temple itself wasn't that impressive!,1630,0.09877300613496932,76,0.7752121336142496,0.07657003282938293,0.060566895968041906
Bahiravokanda Vihara Buddha Statue,Stairs,29,16,43,88,neutral,0.779,Unfortunately the stairs all the way to the top weren't open but got some great views of Kandy all the same.,1630,0.053987730061349694,47,1.255797872190522,0.06779767653543924,0.05281439002110717
Bahiravokanda Vihara Buddha Statue,Scenic view,316,5,51,372,positive,0.802,Couldn't get spare time to visit the place actually but had a nice view of Buddha watching the city from Kandy view point,1630,0.2282208588957055,128,0.25391520998096345,0.0579487473085389,0.0464748953414482
Bahiravokanda Vihara Buddha Statue,Viewpoint,20,0,19,39,positive,0.817,Couldn't get spare time to visit the place actually but had a nice view of Buddha watching the city from Kandy view point,1630,0.02392638036809816,29,1.7386496439141066,0.04159959270714734,0.033986867241739376
Bahiravokanda Vihara Buddha Statue,Public transport access,30,14,68,112,neutral,0.797,It is absolutely fabulous.Other than that there isnt much to do up there however the short hike especially in hot weather is mentally purgative :-) So dont take a tuk tuk but walk!,1630,0.0687116564417178,90,0.6061358035703155,0.041648595091948064,0.03319393028828261
Bahiravokanda Vihara Buddha Statue,Entrance fee,17,6,54,77,neutral,0.819,"Impressive Statue up steep hill, expensive admission fee, tranquil location",1630,0.04723926380368098,87,0.6400373552459969,0.030234893468675927,0.024762377750845582
